Configuration,Use_PAXG,Final_Value,Total_Return_Pct,Annualized_Pct,Max_Drawdown_Pct,Sharpe_Ratio,Num_Trades
CASH DURING BEAR,False,758789.947837314,-5.15125652033574,-1.2368813502052545,-39.96954166523176,0.11110596129295844,151
PAXG DURING BEAR,True,858327.4633743115,-4.630281847298793,-1.1094868037587968,-36.56903316912712,0.09449248986631607,155
