date,equity,daily_pnl,year,month,year_month
2020-12-13,95267.02902228977,387.7281682237808,2020,12,2020-12
2020-12-14,94929.0588584498,-337.97016383997106,2020,12,2020-12
2020-12-15,95802.77568118912,873.7168227393122,2020,12,2020-12
2020-12-16,96625.59945649827,822.8237753091526,2020,12,2020-12
2020-12-17,98593.74507579963,1968.1456193013582,2020,12,2020-12
2020-12-18,98319.61632754984,-274.12874824978644,2020,12,2020-12
2020-12-19,97994.81012663846,-324.80620091137826,2020,12,2020-12
2020-12-20,98106.88136016457,112.07123352610506,2020,12,2020-12
2020-12-21,98166.66452128736,59.78316112278844,2020,12,2020-12
2020-12-22,97693.87153481346,-472.79298647389805,2020,12,2020-12
2020-12-23,97475.55012651291,-218.32140830054414,2020,12,2020-12
2020-12-24,98211.59700746852,736.0468809556041,2020,12,2020-12
2020-12-25,98596.18636950267,384.58936203415215,2020,12,2020-12
2020-12-26,99302.49385443941,706.3074849367404,2020,12,2020-12
2020-12-27,100078.84427507433,776.3504206349171,2020,12,2020-12
2020-12-28,99164.6844101584,-914.1598649159278,2020,12,2020-12
2020-12-29,98755.6377239356,-409.0466862228059,2020,12,2020-12
2020-12-30,99564.92975700504,809.2920330694469,2020,12,2020-12
2020-12-31,100279.67714302943,714.7473860243917,2020,12,2020-12
2021-01-01,100169.44480605888,-110.23233697055548,2021,1,2021-01
2021-01-02,101838.12929180225,1668.6844857433753,2021,1,2021-01
2021-01-03,101877.45631400034,39.32702219809289,2021,1,2021-01
2021-01-04,103786.65578716282,1909.1994731624727,2021,1,2021-01
2021-01-05,104965.62309709875,1178.9673099359352,2021,1,2021-01
2021-01-06,101945.52085064564,-3020.1022464531125,2021,1,2021-01
2021-01-07,101461.4281618891,-484.0926887565438,2021,1,2021-01
2021-01-08,97443.10945486418,-4018.3187070249114,2021,1,2021-01
2021-01-09,97825.54286921254,382.4334143483575,2021,1,2021-01
2021-01-10,97298.48341128246,-527.0594579300814,2021,1,2021-01
2021-01-11,96701.43174583507,-597.0516654473904,2021,1,2021-01
2021-01-12,96924.50892108958,223.07717525451153,2021,1,2021-01
2021-01-13,96507.00965173391,-417.49926935567055,2021,1,2021-01
2021-01-14,96988.54690838054,481.5372566466249,2021,1,2021-01
2021-01-15,95328.39109804128,-1660.15581033926,2021,1,2021-01
2021-01-16,95822.78794853145,494.39685049017135,2021,1,2021-01
2021-01-17,95402.27035241565,-420.51759611579473,2021,1,2021-01
2021-01-18,96247.59841695102,845.3280645353661,2021,1,2021-01
2021-01-19,96090.75322280888,-156.8451941421372,2021,1,2021-01
2021-01-20,97902.47849648267,1811.7252736737864,2021,1,2021-01
2021-01-21,97857.86306143177,-44.615435050902306,2021,1,2021-01
2021-01-22,96839.85626930882,-1018.0067921229493,2021,1,2021-01
2021-01-23,96955.16776538623,115.311496077411,2021,1,2021-01
2021-01-24,96591.40232158788,-363.76544379834377,2021,1,2021-01
2021-01-25,96644.4069295456,53.00460795771505,2021,1,2021-01
2021-01-26,96857.62381464886,213.21688510326203,2021,1,2021-01
2021-01-27,96010.7675636656,-846.8562509832554,2021,1,2021-01
2021-01-28,96286.57034188321,275.80277821760683,2021,1,2021-01
2021-01-29,97017.79170463618,731.2213627529709,2021,1,2021-01
2021-01-30,96964.43834043517,-53.35336420101521,2021,1,2021-01
2021-01-31,97300.02427977555,335.5859393403807,2021,1,2021-01
2021-02-01,96948.30043790468,-351.723841870873,2021,2,2021-02
2021-02-02,96226.06430418343,-722.2361337212496,2021,2,2021-02
2021-02-03,96064.76137114975,-161.30293303367216,2021,2,2021-02
2021-02-04,94056.49610182465,-2008.2652693251002,2021,2,2021-02
2021-02-05,95218.9767529868,1162.4806511621427,2021,2,2021-02
2021-02-06,95391.99155477245,173.01480178565544,2021,2,2021-02
2021-02-07,95553.46569541647,161.47414064401528,2021,2,2021-02
2021-02-08,96013.12008305217,459.65438763570273,2021,2,2021-02
2021-02-09,96290.94564748087,277.82556442869827,2021,2,2021-02
2021-02-10,96459.79439741484,168.84874993396807,2021,2,2021-02
2021-02-11,95483.16277779148,-976.6316196233529,2021,2,2021-02
2021-02-12,95792.16080934783,308.99803155634436,2021,2,2021-02
2021-02-13,96027.57127356966,235.4104642218299,2021,2,2021-02
2021-02-14,95792.1164221896,-235.4548513800546,2021,2,2021-02
2021-02-15,95260.52313309674,-531.593289092867,2021,2,2021-02
2021-02-16,94433.24161889605,-827.2815142006875,2021,2,2021-02
2021-02-17,93402.53375849467,-1030.7078604013805,2021,2,2021-02
2021-02-18,92942.84132472333,-459.6924337713426,2021,2,2021-02
2021-02-19,93919.56805968576,976.7267349624308,2021,2,2021-02
2021-02-20,94323.21853567145,403.6504759856907,2021,2,2021-02
2021-02-21,94469.53763228879,146.31909661734244,2021,2,2021-02
2021-02-22,94852.70660525936,383.1689729705686,2021,2,2021-02
2021-02-23,94589.06590839873,-263.6406968606316,2021,2,2021-02
2021-02-24,94196.56929117577,-392.4966172229615,2021,2,2021-02
2021-02-25,91943.62298257988,-2252.946308595885,2021,2,2021-02
2021-02-26,90865.7823011533,-1077.8406814265763,2021,2,2021-02
2021-02-27,91035.23344823478,169.45114708147594,2021,2,2021-02
2021-02-28,90771.02205933967,-264.2113888951135,2021,2,2021-02
2021-03-01,89798.09359691781,-972.9284624218562,2021,3,2021-03
2021-03-02,90963.66232608873,1165.5687291709182,2021,3,2021-03
2021-03-03,89399.96615162134,-1563.69617446739,2021,3,2021-03
2021-03-04,88679.01724548895,-720.9489061323839,2021,3,2021-03
2021-03-05,88926.15226050798,247.13501501902647,2021,3,2021-03
2021-03-06,89175.69052309441,249.53826258642948,2021,3,2021-03
2021-03-07,89391.63404791796,215.94352482355316,2021,3,2021-03
2021-03-08,88551.73389873272,-839.9001491852396,2021,3,2021-03
2021-03-09,89827.11011635966,1275.3762176269374,2021,3,2021-03
2021-03-10,90373.06582165354,545.9557052938762,2021,3,2021-03
2021-03-11,90575.94049888756,202.8746772340237,2021,3,2021-03
2021-03-12,90378.23375507686,-197.7067438107042,2021,3,2021-03
2021-03-13,90601.4567738513,223.2230187744426,2021,3,2021-03
2021-03-14,90233.17018093537,-368.28659291593067,2021,3,2021-03
2021-03-15,90126.76782161841,-106.40235931695497,2021,3,2021-03
2021-03-16,90558.37586627087,431.60804465245747,2021,3,2021-03
2021-03-17,91344.34561819803,785.9697519271576,2021,3,2021-03
2021-03-18,90641.43692137772,-702.9086968203046,2021,3,2021-03
2021-03-19,91605.42454192611,963.9876205483888,2021,3,2021-03
2021-03-20,91603.76953502613,-1.6550068999786163,2021,3,2021-03
2021-03-21,90845.96660551173,-757.8029295144079,2021,3,2021-03
2021-03-22,90824.14714672689,-21.819458784841117,2021,3,2021-03
2021-03-23,90499.15071513737,-324.9964315895195,2021,3,2021-03
2021-03-24,90529.7081030723,30.55738793493947,2021,3,2021-03
2021-03-25,89987.58871645464,-542.1193866176618,2021,3,2021-03
2021-03-26,90629.91528330388,642.3265668492386,2021,3,2021-03
2021-03-27,90140.70538930486,-489.20989399902464,2021,3,2021-03
2021-03-28,90877.79853899035,737.0931496854901,2021,3,2021-03
2021-03-29,89621.14102009425,-1256.6575188960996,2021,3,2021-03
2021-03-30,88412.91623185747,-1208.224788236781,2021,3,2021-03
2021-03-31,89155.51338916435,742.5971573068819,2021,3,2021-03
2021-04-01,90529.48616728112,1373.9727781167749,2021,4,2021-04
2021-04-02,90532.91031948799,3.4241522068623453,2021,4,2021-04
2021-04-03,90551.25489788513,18.34457839714014,2021,4,2021-04
2021-04-04,91187.19605497083,635.9411570857046,2021,4,2021-04
2021-04-05,90588.02014695066,-599.1759080201737,2021,4,2021-04
2021-04-06,91382.93074075128,794.9105938006251,2021,4,2021-04
2021-04-07,91331.85380366558,-51.0769370857015,2021,4,2021-04
2021-04-08,92168.41857496044,836.5647712948557,2021,4,2021-04
2021-04-09,91094.50932754914,-1073.9092474112986,2021,4,2021-04
2021-04-10,91220.09328024714,125.58395269799803,2021,4,2021-04
2021-04-11,91447.13993565257,227.0466554054292,2021,4,2021-04
2021-04-12,90751.52975585098,-695.610179801588,2021,4,2021-04
2021-04-13,90902.31293238244,150.78317653146223,2021,4,2021-04
2021-04-14,91074.23707827998,171.9241458975448,2021,4,2021-04
2021-04-15,92061.5723440611,987.3352657811192,2021,4,2021-04
2021-04-16,93082.44527840165,1020.872934340543,2021,4,2021-04
2021-04-17,94028.04393339466,945.5986549930094,2021,4,2021-04
2021-04-18,93452.1966475394,-575.8472858552559,2021,4,2021-04
2021-04-19,92616.15184009817,-836.044807441227,2021,4,2021-04
2021-04-20,92964.38811953613,348.23627943795873,2021,4,2021-04
2021-04-21,94293.11770136408,1328.7295818279526,2021,4,2021-04
2021-04-22,93332.87762517543,-960.2400761886529,2021,4,2021-04
2021-04-23,93695.33681831708,362.45919314165076,2021,4,2021-04
2021-04-24,92926.48782742425,-768.8489908928314,2021,4,2021-04
2021-04-25,92598.79646122747,-327.69136619678466,2021,4,2021-04
2021-04-26,93194.97940657794,596.1829453504761,2021,4,2021-04
2021-04-27,93056.3202652678,-138.65914131014142,2021,4,2021-04
2021-04-28,93056.3202652678,0.0,2021,4,2021-04
2021-04-29,93056.3202652678,0.0,2021,4,2021-04
2021-04-30,93056.3202652678,0.0,2021,4,2021-04
2021-05-01,93056.3202652678,0.0,2021,5,2021-05
2021-05-02,93056.3202652678,0.0,2021,5,2021-05
2021-05-03,93056.3202652678,0.0,2021,5,2021-05
2021-05-04,93056.3202652678,0.0,2021,5,2021-05
2021-05-05,93056.3202652678,0.0,2021,5,2021-05
2021-05-06,93056.3202652678,0.0,2021,5,2021-05
2021-05-07,93056.3202652678,0.0,2021,5,2021-05
2021-05-08,93056.3202652678,0.0,2021,5,2021-05
2021-05-09,93056.3202652678,0.0,2021,5,2021-05
2021-05-10,93056.3202652678,0.0,2021,5,2021-05
2021-05-11,93056.3202652678,0.0,2021,5,2021-05
2021-05-12,93056.3202652678,0.0,2021,5,2021-05
2021-05-13,93056.3202652678,0.0,2021,5,2021-05
2021-05-14,93056.3202652678,0.0,2021,5,2021-05
2021-05-15,93056.3202652678,0.0,2021,5,2021-05
2021-05-16,93056.3202652678,0.0,2021,5,2021-05
2021-05-17,93056.3202652678,0.0,2021,5,2021-05
2021-05-18,93056.3202652678,0.0,2021,5,2021-05
2021-05-19,93056.3202652678,0.0,2021,5,2021-05
2021-05-20,93747.03084952528,690.710584257482,2021,5,2021-05
2021-05-21,93747.03084952528,0.0,2021,5,2021-05
2021-05-22,93808.95345332447,61.922603799190256,2021,5,2021-05
2021-05-23,93305.15484999068,-503.79860333379474,2021,5,2021-05
2021-05-24,92665.87877038441,-639.2760796062648,2021,5,2021-05
2021-05-25,93693.78438000575,1027.9056096213317,2021,5,2021-05
2021-05-26,93786.34984033277,92.56546032702317,2021,5,2021-05
2021-05-27,93713.756312378,-72.59352795477025,2021,5,2021-05
2021-05-28,94491.4840278609,777.7277154829062,2021,5,2021-05
2021-05-29,95169.02161930429,677.5375914433826,2021,5,2021-05
2021-05-30,94250.51100748732,-918.5106118169642,2021,5,2021-05
2021-05-31,94454.88684372148,204.3758362341614,2021,5,2021-05
2021-06-01,94010.45126440632,-444.4355793151626,2021,6,2021-06
2021-06-02,94143.53739618897,133.08613178264932,2021,6,2021-06
2021-06-03,92474.1325977623,-1669.4047984266654,2021,6,2021-06
2021-06-04,93729.9008918859,1255.768294123598,2021,6,2021-06
2021-06-05,93573.61631519071,-156.28457669519412,2021,6,2021-06
2021-06-06,93529.10005557997,-44.516259610740235,2021,6,2021-06
2021-06-07,93499.526694829,-29.573360750975553,2021,6,2021-06
2021-06-08,93280.49035468738,-219.0363401416107,2021,6,2021-06
2021-06-09,93230.15195233637,-50.33840235101525,2021,6,2021-06
2021-06-10,93541.68165196611,311.5296996297402,2021,6,2021-06
2021-06-11,92850.2646490366,-691.4170029295055,2021,6,2021-06
2021-06-12,93120.57069403154,270.30604499494075,2021,6,2021-06
2021-06-13,92558.45452884301,-562.1161651885341,2021,6,2021-06
2021-06-14,93900.57559434269,1342.121065499683,2021,6,2021-06
2021-06-15,92742.67217220446,-1157.9034221382317,2021,6,2021-06
2021-06-16,89817.85958384862,-2924.8125883558387,2021,6,2021-06
2021-06-17,88209.86667494568,-1607.9929089029465,2021,6,2021-06
2021-06-18,87477.61055518877,-732.2561197569012,2021,6,2021-06
2021-06-19,87328.58412960841,-149.02642558036314,2021,6,2021-06
2021-06-20,87618.71790529783,290.1337756894209,2021,6,2021-06
2021-06-21,87876.29214382562,257.5742385277845,2021,6,2021-06
2021-06-22,87697.99878605956,-178.29335776605876,2021,6,2021-06
2021-06-23,88195.3323475063,497.333561446736,2021,6,2021-06
2021-06-24,87496.33273968696,-698.9996078193362,2021,6,2021-06
2021-06-25,87524.93874751618,28.6060078292212,2021,6,2021-06
2021-06-26,87732.40891141933,207.47016390315548,2021,6,2021-06
2021-06-27,88174.10465885673,441.69574743739213,2021,6,2021-06
2021-06-28,87892.70710147935,-281.3975573773787,2021,6,2021-06
2021-06-29,87001.41455634299,-891.2925451363553,2021,6,2021-06
2021-06-30,87497.40824386706,495.99368752406735,2021,6,2021-06
2021-07-01,87479.5753030485,-17.832940818552743,2021,7,2021-07
2021-07-02,88243.96436333694,764.3890602884348,2021,7,2021-07
2021-07-03,88264.63327048512,20.66890714818146,2021,7,2021-07
2021-07-04,88316.0712106292,51.43794014408195,2021,7,2021-07
2021-07-05,88271.52490900227,-44.54630162693502,2021,7,2021-07
2021-07-06,88616.57549031217,345.05058130990074,2021,7,2021-07
2021-07-07,88931.97460162894,315.3991113167722,2021,7,2021-07
2021-07-08,89207.24959610398,275.2749944750394,2021,7,2021-07
2021-07-09,89351.52938312416,144.27978702017572,2021,7,2021-07
2021-07-10,89105.04064857557,-246.4887345485913,2021,7,2021-07
2021-07-11,89195.49715936508,90.45651078951778,2021,7,2021-07
2021-07-12,89053.53060759259,-141.9665517724934,2021,7,2021-07
2021-07-13,89182.49497475209,128.96436715949676,2021,7,2021-07
2021-07-14,90182.99625719235,1000.5012824402656,2021,7,2021-07
2021-07-15,90256.16659185823,73.170334665876,2021,7,2021-07
2021-07-16,89238.37913329432,-1017.7874585639074,2021,7,2021-07
2021-07-17,89325.81341725374,87.43428395941737,2021,7,2021-07
2021-07-18,89538.60101802497,212.78760077123297,2021,7,2021-07
2021-07-19,89519.98097638188,-18.620041643094737,2021,7,2021-07
2021-07-20,89108.36930397093,-411.6116724109452,2021,7,2021-07
2021-07-21,88974.32182766976,-134.04747630117345,2021,7,2021-07
2021-07-22,88980.98514686376,6.663319194005453,2021,7,2021-07
2021-07-23,89210.20573049843,229.2205836346693,2021,7,2021-07
2021-07-24,89321.99808119587,111.792350697433,2021,7,2021-07
2021-07-25,89144.27552173767,-177.7225594581978,2021,7,2021-07
2021-07-26,88761.08960505872,-383.1859166789509,2021,7,2021-07
2021-07-27,89061.6119099514,300.5223048926855,2021,7,2021-07
2021-07-28,89225.12459574522,163.51268579381576,2021,7,2021-07
2021-07-29,90320.43247292131,1095.307877176092,2021,7,2021-07
2021-07-30,89820.96592832409,-499.4665445972205,2021,7,2021-07
2021-07-31,89630.24118425291,-190.72474407117988,2021,7,2021-07
2021-08-01,89348.57925713295,-281.6619271199597,2021,8,2021-08
2021-08-02,89552.05984128425,203.48058415130072,2021,8,2021-08
2021-08-03,89246.90505749296,-305.1547837912949,2021,8,2021-08
2021-08-04,89469.98505301558,223.0799955226248,2021,8,2021-08
2021-08-05,89003.0480035638,-466.9370494517789,2021,8,2021-08
2021-08-06,87227.03610643647,-1776.0118971273332,2021,8,2021-08
2021-08-07,87368.19152377144,141.1554173349723,2021,8,2021-08
2021-08-08,85155.48887910627,-2212.7026446651726,2021,8,2021-08
2021-08-09,85745.41193449301,589.9230553867383,2021,8,2021-08
2021-08-10,85745.41193449301,0.0,2021,8,2021-08
2021-08-11,85745.41193449301,0.0,2021,8,2021-08
2021-08-12,85745.41193449301,0.0,2021,8,2021-08
2021-08-13,86946.46452471333,1201.0525902203226,2021,8,2021-08
2021-08-14,86946.46452471333,0.0,2021,8,2021-08
2021-08-15,86946.46452471333,0.0,2021,8,2021-08
2021-08-16,86946.46452471333,0.0,2021,8,2021-08
2021-08-17,86946.46452471333,0.0,2021,8,2021-08
2021-08-18,87178.50243215679,232.03790744346043,2021,8,2021-08
2021-08-19,86742.61797212201,-435.8844600347802,2021,8,2021-08
2021-08-20,86742.61797212201,0.0,2021,8,2021-08
2021-08-21,86742.61797212201,0.0,2021,8,2021-08
2021-08-22,86742.61797212201,0.0,2021,8,2021-08
2021-08-23,86742.61797212201,0.0,2021,8,2021-08
2021-08-24,86742.61797212201,0.0,2021,8,2021-08
2021-08-25,86742.61797212201,0.0,2021,8,2021-08
2021-08-26,86742.61797212201,0.0,2021,8,2021-08
2021-08-27,86742.61797212201,0.0,2021,8,2021-08
2021-08-28,86742.61797212201,0.0,2021,8,2021-08
2021-08-29,86742.61797212201,0.0,2021,8,2021-08
2021-08-30,86742.61797212201,0.0,2021,8,2021-08
2021-08-31,86742.61797212201,0.0,2021,8,2021-08
2021-09-01,86742.61797212201,0.0,2021,9,2021-09
2021-09-02,86742.61797212201,0.0,2021,9,2021-09
2021-09-03,86742.61797212201,0.0,2021,9,2021-09
2021-09-04,86742.61797212201,0.0,2021,9,2021-09
2021-09-05,86742.61797212201,0.0,2021,9,2021-09
2021-09-06,86742.61797212201,0.0,2021,9,2021-09
2021-09-07,86742.61797212201,0.0,2021,9,2021-09
2021-09-08,87361.15316208731,618.5351899653033,2021,9,2021-09
2021-09-09,87262.78209721406,-98.37106487325218,2021,9,2021-09
2021-09-10,86974.79792865891,-287.984168555151,2021,9,2021-09
2021-09-11,87286.53281865109,311.73488999217807,2021,9,2021-09
2021-09-12,86965.76470845976,-320.7681101913331,2021,9,2021-09
2021-09-13,86965.76470845976,0.0,2021,9,2021-09
2021-09-14,87180.23765311262,214.4729446528654,2021,9,2021-09
2021-09-15,87180.23765311262,0.0,2021,9,2021-09
2021-09-16,87180.23765311262,0.0,2021,9,2021-09
2021-09-17,87180.23765311262,0.0,2021,9,2021-09
2021-09-18,87180.23765311262,0.0,2021,9,2021-09
2021-09-19,87180.23765311262,0.0,2021,9,2021-09
2021-09-20,87180.23765311262,0.0,2021,9,2021-09
2021-09-21,87379.24824779341,199.01059468078893,2021,9,2021-09
2021-09-22,86744.39799015564,-634.850257637765,2021,9,2021-09
2021-09-23,86099.55772130241,-644.8402688532369,2021,9,2021-09
2021-09-24,86271.24234518537,171.6846238829603,2021,9,2021-09
2021-09-25,86139.67928131575,-131.5630638696166,2021,9,2021-09
2021-09-26,86118.43106584424,-21.248215471510775,2021,9,2021-09
2021-09-27,86189.56353492412,71.13246907987923,2021,9,2021-09
2021-09-28,85496.84299674825,-692.7205381758686,2021,9,2021-09
2021-09-29,85250.48453454017,-246.35846220808162,2021,9,2021-09
2021-09-30,86363.22821492224,1112.7436803820747,2021,9,2021-09
2021-10-01,86455.6447917295,92.4165768072562,2021,10,2021-10
2021-10-02,86455.6447917295,0.0,2021,10,2021-10
2021-10-03,86455.6447917295,0.0,2021,10,2021-10
2021-10-04,86455.6447917295,0.0,2021,10,2021-10
2021-10-05,86455.6447917295,0.0,2021,10,2021-10
2021-10-06,87531.59247117631,1075.9476794468064,2021,10,2021-10
2021-10-07,87096.51140907961,-435.08106209669495,2021,10,2021-10
2021-10-08,87141.78639462728,45.27498554767226,2021,10,2021-10
2021-10-09,87421.6025661363,279.81617150901,2021,10,2021-10
2021-10-10,86848.06117098115,-573.5413951551454,2021,10,2021-10
2021-10-11,87550.60787187169,702.5467008905398,2021,10,2021-10
2021-10-12,87028.6915273689,-521.9163445027953,2021,10,2021-10
2021-10-13,88812.80251256969,1784.110985200794,2021,10,2021-10
2021-10-14,88682.2951968367,-130.5073157329898,2021,10,2021-10
2021-10-15,90409.18896706145,1726.8937702247495,2021,10,2021-10
2021-10-16,89799.94616477133,-609.2428022901149,2021,10,2021-10
2021-10-17,89768.53895906343,-31.407205707902904,2021,10,2021-10
2021-10-18,89857.74329479945,89.2043357360235,2021,10,2021-10
2021-10-19,90629.73320452285,771.9899097234011,2021,10,2021-10
2021-10-20,92249.6928790786,1619.95967455575,2021,10,2021-10
2021-10-21,89871.37295543276,-2378.319923645846,2021,10,2021-10
2021-10-22,89488.45763477637,-382.9153206563933,2021,10,2021-10
2021-10-23,90336.0155336948,847.5578989184287,2021,10,2021-10
2021-10-24,88901.51010204125,-1434.5054316535388,2021,10,2021-10
2021-10-25,91259.87286206837,2358.362760027114,2021,10,2021-10
2021-10-26,90988.70292757203,-271.16993449634174,2021,10,2021-10
2021-10-27,88142.72364984815,-2845.9792777238763,2021,10,2021-10
2021-10-28,92480.77375196114,4338.050102112989,2021,10,2021-10
2021-10-29,92143.89559123974,-336.87816072140413,2021,10,2021-10
2021-10-30,90308.23261853468,-1835.6629727050604,2021,10,2021-10
2021-10-31,90802.51501939227,494.282400857599,2021,10,2021-10
2021-11-01,92258.78566092416,1456.2706415318826,2021,11,2021-11
2021-11-02,93414.44433881511,1155.658677890955,2021,11,2021-11
2021-11-03,94860.48471104013,1446.0403722250194,2021,11,2021-11
2021-11-04,93615.02159603438,-1245.463115005754,2021,11,2021-11
2021-11-05,93630.62227051082,15.60067447644542,2021,11,2021-11
2021-11-06,93917.45037172173,286.82810121090733,2021,11,2021-11
2021-11-07,94333.89180127675,416.4414295550232,2021,11,2021-11
2021-11-08,95041.76936801156,707.8775667348091,2021,11,2021-11
2021-11-09,93099.63043151464,-1942.1389364969218,2021,11,2021-11
2021-11-10,91937.53268236366,-1162.0977491509839,2021,11,2021-11
2021-11-11,92448.4621631836,510.92948081994837,2021,11,2021-11
2021-11-12,91960.27417895595,-488.18798422765394,2021,11,2021-11
2021-11-13,92457.39996038421,497.12578142825805,2021,11,2021-11
2021-11-14,92285.64719274025,-171.75276764396403,2021,11,2021-11
2021-11-15,91610.54578218963,-675.1014105506183,2021,11,2021-11
2021-11-16,90399.57414384089,-1210.9716383487394,2021,11,2021-11
2021-11-17,90250.38148043033,-149.1926634105621,2021,11,2021-11
2021-11-18,89667.15947005298,-583.2220103773434,2021,11,2021-11
2021-11-19,89667.15947005298,0.0,2021,11,2021-11
2021-11-20,89667.15947005298,0.0,2021,11,2021-11
2021-11-21,89667.15947005298,0.0,2021,11,2021-11
2021-11-22,89667.15947005298,0.0,2021,11,2021-11
2021-11-23,89667.15947005298,0.0,2021,11,2021-11
2021-11-24,89667.15947005298,0.0,2021,11,2021-11
2021-11-25,89667.15947005298,0.0,2021,11,2021-11
2021-11-26,89667.15947005298,0.0,2021,11,2021-11
2021-11-27,89667.15947005298,0.0,2021,11,2021-11
2021-11-28,89667.15947005298,0.0,2021,11,2021-11
2021-11-29,89667.15947005298,0.0,2021,11,2021-11
2021-11-30,89667.15947005298,0.0,2021,11,2021-11
2021-12-01,89667.15947005298,0.0,2021,12,2021-12
2021-12-02,89667.15947005298,0.0,2021,12,2021-12
2021-12-03,89667.15947005298,0.0,2021,12,2021-12
2021-12-04,89667.15947005298,0.0,2021,12,2021-12
2021-12-05,89667.15947005298,0.0,2021,12,2021-12
2021-12-06,89667.15947005298,0.0,2021,12,2021-12
2021-12-07,89667.15947005298,0.0,2021,12,2021-12
2021-12-08,89667.15947005298,0.0,2021,12,2021-12
2021-12-09,89667.15947005298,0.0,2021,12,2021-12
2021-12-10,89667.15947005298,0.0,2021,12,2021-12
