Strategy,Universe,Period,ROC_Period,Num_Positions,Rebalance_Freq,Initial_Capital,Commission,Total_Return_Pct,Sharpe_Ratio,Max_Drawdown_Pct,Win_Rate,Num_Trades,Profit_Factor,Trades_Per_Year,MC_Mean_Return,MC_5th_Percentile,MC_95th_Percentile,MC_Prob_Profit,WF_Avg_Return,WF_Avg_Sharpe
Crypto Momentum (fixed),"ADA, AVAX, BNB, BTC, DOGE, DOT, ETH, MATIC, SOL, XRP",2020-08-20 to 2024-12-30,60,7,Quarterly,100000,0.001,88.07188605612674,1.293568612604137,-15.338281314530233,0.6672535211267606,5156,5.948967449313214,815.1267252195735,-99.9999999119537,-100.0,-100.0,0.0,-99.70067076774863,1.3080384762666657
