allocation,final_equity,total_return,annualized_return,sharpe_ratio,max_drawdown,paxg_pnl
0.0,436075.5669306834,336.0755669306834,66.25710806363323,1.0541144050777913,-36.40134446874473,0.0
0.25,490219.7181931297,390.21971819312967,73.11180266121653,1.118731015926558,-36.05383427695361,20105.65157972421
0.5,548702.004006099,448.70200400609895,79.97949419461851,1.1800725960277922,-36.27274810634794,42682.51489775239
0.75,611747.4937631792,511.74749376317914,86.86545944489671,1.2382240129714603,-36.491582358723434,67900.6214630213
1.0,679855.4780020294,579.8554780020294,93.80044589804963,1.2934838743953683,-36.71380176593778,95937.47329466551
