year,daily_pnl,equity,return_pct
2020,279.67714302943205,100279.67714302943,0.27967714302943203
2021,-10603.917739824014,89675.75940320542,-10.603917739824013
2022,-687.7264943726914,88988.03290883273,-0.6877264943726914
2023,50101.23594083481,139089.26884966754,50.10123594083481
2024,84449.49460965846,223538.763459326,84.44949460965846
2025,30510.681290249806,254049.4447495758,30.510681290249806
