date,symbol,action,price,size,pnl,pnl_pct,reason
2023-10-11,PAXG,BUY,1875.597412109375,26.65817284518852,0.0,0.0,Bear allocation (50.0%)
2024-04-27,PAXG,SELL,2356.54443359375,26.65817284518852,12821.168828109066,25.642337656218128,Exit bear regime → NEUTRAL
2024-07-04,PAXG,BUY,2326.449951171875,24.247495367626325,0.0,0.0,Bear allocation (50.0%)
2024-07-13,PAXG,SELL,2388.39453125,24.247495367626325,1502.0009184938938,2.6626225097566625,Exit bear regime → NEUTRAL
2024-07-18,RUNE-USD,BUY,4.526078224182129,2108.8339892723575,0.0,0.0,Entry signal
2024-07-19,BTC-USD,BUY,66710.15625,0.25759251472829453,0.0,0.0,Entry signal
2024-07-19,UNI-USD,BUY,0.00013299999409355223,129203290.7480259,0.0,0.0,Entry signal
2024-07-19,ARB-USD,BUY,0.0013340000296011567,12881586.600483578,0.0,0.0,Entry signal
2024-07-19,OP-USD,BUY,1.9591480493545532,3719.894158658347,0.0,0.0,Entry signal
2024-07-20,RUNE-USD,ADD #1,4.8841071128845215,1971.5837213098555,0.0,0.0,Pyramid add #1
2024-07-20,SOL-USD,BUY,173.89178466796875,45.581936277360946,0.0,0.0,Entry signal
2024-07-20,DOGE-USD,BUY,0.13443000614643097,52550.65382552005,0.0,0.0,Entry signal
2024-07-20,AXS-USD,BUY,6.403544902801514,1236.9147705308806,0.0,0.0,Entry signal
2024-07-21,SOL-USD,ADD #1,184.54161071777344,43.87455011703953,0.0,0.0,Pyramid add #1
2024-07-21,DOGE-USD,ADD #1,0.14016899466514587,51482.25159690153,0.0,0.0,Pyramid add #1
2024-07-21,AVAX-USD,BUY,32.60565948486328,197.51239068857777,0.0,0.0,Entry signal
2024-07-21,ICP-USD,BUY,10.732657432556152,940.120242967058,0.0,0.0,Entry signal
2024-07-23,RUNE-USD,SELL,4.675847053527832,4080.4177105822127,611.119383755372,3.3090199048154245,Daily loss limit breached (-3.07%)
2024-07-23,BTC-USD,SELL,65927.671875,0.25759251472829453,-201.56211789184783,-1.1729613884692403,Daily loss limit breached (-3.07%)
2024-07-23,UNI-USD,SELL,0.0001320000010309741,129203290.7480259,-129.2023944102925,-0.7518745165317475,Daily loss limit breached (-3.07%)
2024-07-23,ARB-USD,SELL,0.0013180000241845846,12881586.600483578,-206.10545538177976,-1.1994006792755307,Daily loss limit breached (-3.07%)
2024-07-23,OP-USD,SELL,1.873684048652649,3719.894158658347,-317.91703698658665,-4.362304356225688,Daily loss limit breached (-3.07%)
2024-07-23,SOL-USD,SELL,172.757568359375,89.45648639440049,-101.46300577802394,-0.652254107782857,Daily loss limit breached (-3.07%)
2024-07-23,DOGE-USD,SELL,0.13039100170135498,104032.90542242158,-420.1893674353307,-3.0045408468377333,Daily loss limit breached (-3.07%)
2024-07-23,AXS-USD,SELL,5.96155309677124,1236.9147705308806,-546.7061933324651,-6.902298847579013,Daily loss limit breached (-3.07%)
2024-07-23,AVAX-USD,SELL,29.841068267822266,197.51239068857777,-546.0410205544158,-8.478869192400285,Daily loss limit breached (-3.07%)
2024-07-23,ICP-USD,SELL,9.623538970947266,940.120242967058,-1042.7047176069962,-10.33405257345228,Daily loss limit breached (-3.07%)
2024-07-28,BCH-USD,BUY,416.67303466796875,30.45452281968736,0.0,0.0,Entry signal
2024-07-29,BCH-USD,ADD #1,439.7582702636719,29.03787749413721,0.0,0.0,Pyramid add #1
2024-07-31,AAVE-USD,BUY,107.5732421875,80.1259469373409,0.0,0.0,Entry signal
2024-08-01,AAVE-USD,ADD #1,116.7176742553711,74.26850601219665,0.0,0.0,Pyramid add #1
2024-08-02,BCH-USD,SELL,381.5531005859375,59.49240031382457,-2089.369177403334,-8.428655362835524,Trailing stop (2.0×ATR)
2024-08-03,AAVE-USD,SELL,105.95437622070312,154.39445294953754,-249.94392534222771,-1.5048965094639377,Regime = BEAR_RISK_OFF
2024-08-03,PAXG,BUY,2465.737548828125,22.11976793111624,0.0,0.0,Bear allocation (50.0%)
2024-08-23,PAXG,SELL,2510.230224609375,22.11976793111624,984.1676629156459,1.8044368023837576,Exit bear regime → BULL_RISK_ON
2024-08-23,BNB-USD,BUY,591.8060302734375,13.629832552684636,0.0,0.0,Entry signal
2024-08-23,ADA-USD,BUY,0.39153599739074707,22686.43765735759,0.0,0.0,Entry signal
2024-08-23,AVAX-USD,BUY,26.519519805908203,226.8686268533577,0.0,0.0,Entry signal
2024-08-23,NEAR-USD,BUY,4.829037189483643,1390.6452078570976,0.0,0.0,Entry signal
2024-08-23,OP-USD,BUY,1.6130900382995605,4340.736444129943,0.0,0.0,Entry signal
2024-08-23,FTM-USD,BUY,0.5117449760437012,32262.335010715768,0.0,0.0,Entry signal
2024-08-23,AAVE-USD,BUY,143.7498321533203,59.29062846495457,0.0,0.0,Entry signal
2024-08-23,SNX-USD,BUY,1.6404279470443726,1677.4167463353608,0.0,0.0,Entry signal
2024-08-23,RUNE-USD,BUY,4.448192119598389,2065.8785193881067,0.0,0.0,Entry signal
2024-08-23,SAND-USD,BUY,0.30025699734687805,27469.256284743056,0.0,0.0,Entry signal
2024-08-26,BNB-USD,SELL,548.8280029296875,13.629832552684636,-585.7833161400141,-7.262181381269883,Regime = BEAR_RISK_OFF
2024-08-26,ADA-USD,SELL,0.36695700883865356,22686.43765735759,-557.6096914679753,-6.277580788456605,Regime = BEAR_RISK_OFF
2024-08-26,AVAX-USD,SELL,25.95624542236328,226.8686268533577,-127.78928593650798,-2.1239991812349146,Regime = BEAR_RISK_OFF
2024-08-26,NEAR-USD,SELL,4.7829179763793945,1390.6452078570976,-64.1354626935628,-0.9550395098361086,Regime = BEAR_RISK_OFF
2024-08-26,OP-USD,SELL,1.4878259897232056,4340.736444129943,-543.7382207946476,-7.765471585727612,Regime = BEAR_RISK_OFF
2024-08-26,FTM-USD,SELL,0.478193998336792,32262.335010715768,-1082.4328827173601,-6.556190930547412,Regime = BEAR_RISK_OFF
2024-08-26,AAVE-USD,SELL,128.83981323242188,59.29062846495457,-884.0243922444322,-10.372199186288967,Regime = BEAR_RISK_OFF
2024-08-26,SNX-USD,SELL,1.5093649625778198,1677.4167463353608,-219.84724496888683,-7.989560571843124,Regime = BEAR_RISK_OFF
2024-08-26,RUNE-USD,SELL,4.212411880493164,2065.8785193881067,-487.0933312636752,-5.3005857832982395,Regime = BEAR_RISK_OFF
2024-08-26,SAND-USD,SELL,0.27881601452827454,27469.256284743056,-588.9678520409925,-7.140876984736311,Regime = BEAR_RISK_OFF
2024-08-26,PAXG,BUY,2507.93408203125,20.918777621120746,0.0,0.0,Bear allocation (50.0%)
2024-09-24,PAXG,SELL,2652.767578125,20.918777621120746,3029.7396968746166,5.775012075933228,Exit bear regime → BULL_RISK_ON
2024-09-24,SOL-USD,BUY,152.89215087890625,48.524546801373745,0.0,0.0,Entry signal
2024-09-24,LINK-USD,BUY,12.162094116210938,661.9026376544736,0.0,0.0,Entry signal
2024-09-24,ATOM-USD,BUY,4.821231842041016,2280.5332711699825,0.0,0.0,Entry signal
2024-09-24,NEAR-USD,BUY,5.365303039550781,1227.6358662482685,0.0,0.0,Entry signal
2024-09-24,SNX-USD,BUY,1.6803560256958008,1606.141328785593,0.0,0.0,Entry signal
2024-09-24,RUNE-USD,BUY,4.863761901855469,1853.1174297783868,0.0,0.0,Entry signal
2024-09-24,ICP-USD,BUY,9.405803680419922,982.9568580139039,0.0,0.0,Entry signal
2024-09-25,SOL-USD,SELL,148.02342224121094,48.524546801373745,-236.25285064303483,-3.184420265989618,Regime = BEAR_RISK_OFF
