final_equity,total_return,max_drawdown
254028.16595010497,154.02816595010495,-3.765394395681671
171295.08834496018,71.29508834496019,-8.818593195952616
187614.7143228305,87.6147143228305,-9.85227291107464
189693.3842980097,89.6933842980097,-9.707968421169554
218114.6813739778,118.11468137397779,-5.696071341608558
130098.070925849,30.098070925848997,-10.873377864309141
200469.8233016146,100.46982330161462,-8.272065683035695
186034.9989272817,86.0349989272817,-6.414029525749091
231085.6359538185,131.08563595381852,-2.4830625946461424
171562.23962334538,71.56223962334538,-18.479516189739716
175270.51292545645,75.27051292545646,-8.746209773213605
161984.44610441598,61.98444610441598,-8.280052929676627
200763.18176763982,100.76318176763981,-2.994460469327029
218450.94196415617,118.45094196415617,-1.9329110116457195
251103.30226729222,151.1033022672922,-1.1122538969895215
183081.82075730484,83.08182075730484,-8.173468729447416
171626.4901549942,71.62649015499419,-9.388983073195103
208453.72918518685,108.45372918518686,-5.344825190136128
165858.08443381893,65.85808443381893,-6.093912723382549
185259.04961965495,85.25904961965496,-4.4391220486982235
180557.85947991034,80.55785947991035,-6.3903371437075345
149326.93005697487,49.32693005697488,-8.653794482027042
160052.16357851733,60.05216357851732,-8.862164750661574
198256.70685143495,98.25670685143496,-3.9093605395468813
190630.5801484512,90.6305801484512,-8.277614663928372
184027.5584786285,84.02755847862848,-4.705758021257165
159307.82097362616,59.30782097362617,-5.513015224186525
158857.3414875485,58.85734148754849,-9.811430161776856
161558.40744901806,61.55840744901806,-6.539698296920384
199025.24660764023,99.02524660764023,-6.66940186539555
162970.03398199717,62.97003398199716,-5.168503797704771
188556.73499632906,88.55673499632906,-11.78254273764731
119531.18811412923,19.531188114129215,-15.064701915518727
189409.72616230458,89.40972616230458,-9.270140932636682
257105.81262628885,157.10581262628884,-5.002753516733674
171796.22819529983,71.79622819529983,-8.241752759206044
149405.68931057435,49.40568931057434,-7.965482361710261
218806.19104596146,118.80619104596147,-1.968724857581092
210592.07829377984,110.59207829377984,-5.69311075195005
205062.87145469832,105.0628714546983,-11.202937059108049
205776.38603830145,105.77638603830147,-6.819717672519074
138661.69639747683,38.66169639747683,-8.747258497061358
160937.48516877223,60.93748516877222,-5.577169748823034
185052.60535705258,85.05260535705258,-8.75798848103442
208243.69552503777,108.2436955250378,-2.5491970295560185
191267.27869549315,91.26727869549316,-7.1574973795856565
167487.98600236245,67.48798600236245,-10.903369756191848
144316.47747143608,44.31647747143608,-14.149944949151688
199341.98142706964,99.34198142706964,-4.441411486257104
200775.0527496155,100.7750527496155,-6.684868579917859
174171.27137697235,74.17127137697234,-10.003563816696754
186554.3141621257,86.55431416212569,-5.664089620700138
149156.86980272376,49.156869802723755,-3.5814176967431908
174214.49132806802,74.21449132806801,-7.689001863476401
209886.63435135258,109.88663435135257,-7.804789943740648
249421.01076926783,149.4210107692678,-7.745082632953619
175248.28598089027,75.24828598089026,-3.95506630552652
174891.52478514245,74.89152478514245,-4.937197872800151
186061.2482223501,86.0612482223501,-4.328924031652661
177777.28046084917,77.77728046084917,-5.07479258141949
151847.19186983196,51.84719186983195,-11.822098827818435
179689.06097526918,79.68906097526917,-10.012315087073086
207170.2910965421,107.1702910965421,-5.4550300099302795
182114.7958913836,82.1147958913836,-7.6697184841484844
219998.2837072154,119.99828370721542,-5.885330439955449
187082.86260835425,87.08286260835425,-2.451433876177563
183023.7802904278,83.02378029042778,-8.845647556520518
181403.57096851303,81.40357096851302,-12.403844614708515
213915.5738633372,113.91557386333719,-7.748560888271383
184753.66070086544,84.75366070086542,-4.826902005834629
199419.2629879277,99.41926298792771,-2.8581867530761427
221093.1664582264,121.09316645822639,-4.1625194604097615
134587.26602871923,34.58726602871922,-11.344662422030288
213165.46329525497,113.16546329525497,-4.692382116755496
174169.88178726635,74.16988178726636,-6.623467695476089
208467.1180831483,108.46711808314828,-8.003158256605094
226035.45953914104,126.03545953914104,-5.234918829687067
182051.98974306817,82.05198974306818,-5.547496681963211
192975.4621703782,92.9754621703782,-7.503771782671903
195940.9959892435,95.9409959892435,-7.284356954071043
169439.2762184051,69.43927621840511,-3.5511361764323195
186102.62935751403,86.10262935751403,-6.264285361397333
207978.89734223555,107.97889734223554,-6.8252935171926294
179199.39492994064,79.19939492994064,-3.895180566668937
191300.7685157391,91.3007685157391,-4.965677416486583
233917.789270577,133.917789270577,-4.563375839703268
206953.08248497004,106.95308248497004,-8.00194600769064
208791.44663723817,108.79144663723817,-7.939142160202888
161938.9935216513,61.93899352165131,-8.762571832003898
187838.80678639124,87.83880678639125,-7.325329441702209
186160.90081737807,86.16090081737808,-6.99269154572474
121964.02526019099,21.96402526019099,-14.598621262987688
165391.7794947209,65.39177949472088,-6.261130613858805
207733.05715704933,107.73305715704934,-5.12876894605
254818.60185278035,154.81860185278035,-1.4741709960279454
157089.81905114022,57.08981905114021,-10.768204309160538
190874.8985788081,90.87489857880809,-6.969037702029772
199942.9703082795,99.9429703082795,-6.303230083150678
177335.9083441489,77.33590834414889,-5.063612499198022
153839.4577113235,53.839457711323526,-6.032709319872316
175862.88909489918,75.86288909489917,-9.00219424618651
197880.1042501288,97.88010425012878,-5.614622450099387
182164.46316123026,82.16446316123027,-7.131403252176642
218018.91632106935,118.01891632106933,-8.352999837452382
140934.37726165308,40.934377261653076,-10.635798221305109
192817.98285970313,92.81798285970314,-5.957471182828912
218393.98477322527,118.39398477322524,-3.754847905419837
152413.13042909742,52.413130429097436,-6.98897569993934
189503.8376565957,89.50383765659569,-5.979275926980765
221764.65225607782,121.76465225607784,-2.235936747524302
180767.78107856365,80.76778107856366,-12.28148821318766
220432.95986830659,120.43295986830658,-3.156852570888364
172694.00659426884,72.69400659426883,-9.187726931962716
154576.66581981687,54.57666581981688,-8.86158689107086
196195.04785888368,96.19504785888368,-6.611929563582221
180209.4517288386,80.20945172883862,-5.6630667281874745
205192.5732461365,105.1925732461365,-7.046159120952114
162487.08719299818,62.48708719299818,-6.633375837999539
157965.4652624121,57.96546526241209,-6.750030002463878
177448.55469189808,77.44855469189808,-6.205392092348743
212038.73991483648,112.03873991483646,-8.519577399478091
211805.61984153598,111.80561984153599,-5.714020090498691
150918.05251764497,50.918052517644966,-13.229151358896907
151633.59267978312,51.63359267978311,-7.722220125095614
180004.4015241018,80.0044015241018,-2.6006940291186336
188020.15829708427,88.02015829708427,-7.174822131388338
211897.95830122713,111.89795830122713,-7.853700943285073
220362.28715957387,120.3622871595739,-6.68981291703447
175788.22742719352,75.7882274271935,-7.8109617998100065
199712.68909983663,99.71268909983664,-8.735005762164397
165821.52034166292,65.82152034166293,-12.224519104060949
192244.8872787945,92.2448872787945,-7.5597196239229625
202714.09003329254,102.71409003329252,-3.561909649447429
198620.12806599218,98.62012806599219,-4.94985515954161
260315.03540234,160.31503540234,-4.426839421004871
186317.7121221209,86.3177121221209,-8.279022654118135
166543.52628379638,66.54352628379638,-5.812454378695915
200302.35759451555,100.30235759451554,-4.480640868556905
198047.29318663286,98.04729318663286,-6.8853309191511824
185212.29775492183,85.21229775492183,-5.1468714666246305
153600.91808013324,53.60091808013323,-13.643244625289498
167257.83293667797,67.25783293667797,-5.996289700493172
156779.0294142019,56.77902941420192,-15.451726311325833
236417.40458462946,136.41740458462945,-11.49052442295491
235404.7160448634,135.4047160448634,-6.198924072986458
209323.8094161002,109.3238094161002,-6.621068979422305
198742.19737394806,98.74219737394807,-4.0601410709265435
239185.2152556189,139.1852152556189,-4.219435117765742
156971.0467505995,56.9710467505995,-5.888843175245874
169492.64040403458,69.49264040403457,-6.559960037995663
214270.76977386716,114.27076977386714,-4.930216321473588
166837.06275257896,66.83706275257897,-6.58333952237352
197865.39456688488,97.86539456688487,-7.845527453092334
188258.65583804456,88.25865583804455,-6.402765057201097
208690.86377369374,108.69086377369372,-2.2034841219889323
252188.47795444116,152.18847795444117,-3.2832112435616922
176937.922085966,76.93792208596602,-10.371182666800758
131904.78865702378,31.904788657023776,-12.929270174383825
178178.66358927352,78.17866358927353,-8.679088354816333
183504.0888598339,83.50408885983389,-4.442264396394139
192572.89793032221,92.57289793032221,-9.919026261419155
199325.65132624662,99.32565132624663,-4.310890807165343
199613.2114101806,99.6132114101806,-4.464055712280065
191628.19047848217,91.62819047848217,-5.970589065149135
240988.0844731217,140.98808447312172,-1.6355511682927981
180116.97192762938,80.11697192762936,-6.60128916106031
213072.0339209027,113.07203392090268,-6.122229592455141
175017.41147724484,75.01741147724483,-7.242000360050689
211330.27212888282,111.33027212888283,-3.2673265799676208
182243.6264015218,82.24362640152178,-6.92557042873531
164311.85263148192,64.31185263148191,-6.863787566842714
151176.32114401218,51.176321144012185,-8.50240623747219
169168.7185753018,69.1687185753018,-5.898184333269487
184196.7372207903,84.19673722079028,-5.112706666791808
216136.71219784592,116.13671219784591,-8.96449061195725
156419.356355223,56.419356355222995,-7.820635571385454
163653.7569115646,63.653756911564585,-7.964181447203073
174014.56800335876,74.01456800335875,-11.001122894761679
194297.7964870538,94.2977964870538,-3.1313875591010785
210193.74021583656,110.19374021583657,-2.704657101864472
169136.68024737108,69.13668024737107,-5.819622233429985
145831.6358802538,45.831635880253806,-8.360852354338935
191655.47511432914,91.65547511432915,-5.7926629450988845
178716.38036112342,78.71638036112343,-7.229505570982377
224163.24495844526,124.16324495844523,-5.322138684161534
185920.51468643482,85.92051468643483,-9.704564073003636
179250.33247770267,79.25033247770268,-4.558259434093683
221410.12408583082,121.41012408583083,-5.958675955417922
177362.6831155765,77.3626831155765,-8.011454916520616
176501.12971036404,76.50112971036404,-7.039692651809181
207285.45508474117,107.28545508474116,-5.178070538438902
169328.18613865948,69.32818613865948,-5.576334316328553
203145.3129672228,103.14531296722281,-5.511018687322084
147979.56870897498,47.97956870897497,-7.339543719528331
204693.17616915097,104.69317616915097,-4.994454597457131
211222.85572091234,111.22285572091232,-5.489913635021412
208752.08746074134,108.75208746074136,-7.718163653059038
139974.29001905187,39.974290019051864,-15.97586132058889
188059.2468259278,88.0592468259278,-8.865425286943887
210932.2269587513,110.93222695875129,-5.305460551977926
156887.51208264063,56.88751208264065,-7.8728906226762305
160520.6015637942,60.520601563794195,-5.991269292716875
172481.1230765531,72.4811230765531,-7.075618175579048
174302.82652948744,74.30282652948745,-8.971975139001255
194041.20759189213,94.04120759189215,-5.676076431182256
195744.17169499723,95.74417169499722,-5.476900087879243
185664.16299816978,85.66416299816977,-4.139704628851656
219406.27975850386,119.40627975850387,-5.429712525537503
226767.4382464468,126.7674382464468,-10.119535060748767
245879.2261554047,145.87922615540472,-2.411345961520209
200504.39028961543,100.50439028961544,-8.03075654310657
