date,symbol,action,price,size,pnl,reason
2020-10-11,PAXG,BUY,1927.828125,51.8718441251084,0.0,BEAR_ALLOCATION
2021-04-28,PAXG,SELL,1797.7900390625,51.8718441251084,-6745.315324077451,EXIT_BEAR
2021-05-19,PAXG,BUY,1874.39794921875,49.75180682138024,0.0,BEAR_ALLOCATION
2021-05-20,PAXG,SELL,1888.3106689453125,49.75180682138024,692.1829441959436,EXIT_BEAR
2021-05-21,PAXG,BUY,1904.6207275390625,49.325761429419124,0.0,BEAR_ALLOCATION
2021-08-09,PAXG,SELL,1742.0550537109375,49.325761429419124,-8018.675643858858,EXIT_BEAR
2021-08-12,PAXG,BUY,1759.498046875,48.83676462663572,0.0,BEAR_ALLOCATION
2021-08-13,PAXG,SELL,1784.1436767578125,48.83676462663572,1203.6128256620937,EXIT_BEAR
2021-08-17,PAXG,BUY,1786.0380859375,48.784964602916524,0.0,BEAR_ALLOCATION
2021-08-19,PAXG,SELL,1781.8507080078125,48.784964602916524,-204.28108407883857,EXIT_BEAR
2021-09-07,SOL-USD,BUY,173.14892578125,50.203905872141505,0.0,ENTRY
2021-09-10,SOL-USD,SELL,179.865234375,50.203905872141505,337.18492444888005,BEAR_REGIME
2021-09-10,PAXG,BUY,1793.5579833984375,48.65452327163821,0.0,BEAR_ALLOCATION
2021-09-12,PAXG,SELL,1793.3717041015625,48.65452327163821,-9.06333038482909,EXIT_BEAR
2021-09-13,PAXG,BUY,1799.640869140625,48.485032101751365,0.0,BEAR_ALLOCATION
2021-09-14,PAXG,SELL,1804.0791015625,48.485032101751365,215.1878414496431,EXIT_BEAR
2021-09-20,PAXG,BUY,1779.0108642578125,49.168240009511486,0.0,BEAR_ALLOCATION
2021-10-01,PAXG,SELL,1764.2247314453125,49.168240009511486,-727.0081269375131,EXIT_BEAR
2021-10-03,SAND-USD,BUY,0.870468020439148,9965.193779624107,0.0,ENTRY
2021-10-05,BTC-USD,BUY,51514.8125,0.16712200894522133,0.0,ENTRY
2021-10-05,BNB-USD,BUY,442.7061462402344,19.446892771993703,0.0,ENTRY
2021-10-06,XLM-USD,BUY,0.3544420003890991,24473.69439201889,0.0,ENTRY
2021-10-08,FTM-USD,BUY,2.3055601119995117,3702.212338480511,0.0,ENTRY
2021-10-12,SAND-USD,SELL,0.7228479981422424,9965.193779624107,-1471.0621279410948,Trailing stop (2.0×ATR)
2021-10-13,DOT-USD,BUY,41.6169319152832,206.75421132388152,0.0,ENTRY
2021-10-27,BTC-USD,SELL,58482.38671875,0.16712200894522133,1164.435000912431,Trailing stop (2.0×ATR)
2021-10-27,BNB-USD,SELL,449.00799560546875,19.446892771993703,122.55138887096948,Trailing stop (2.0×ATR)
2021-10-27,XLM-USD,SELL,0.3307560086250305,24473.69439201889,-579.6837238056914,Trailing stop (2.0×ATR)
2021-10-28,MATIC-USD,BUY,2.128509998321533,4150.119842708588,0.0,ENTRY
2021-10-29,MANA-USD,BUY,1.3993539810180664,6297.963415861389,0.0,ENTRY
2021-10-29,SAND-USD,BUY,1.153548002243042,7639.976976385019,0.0,ENTRY
2021-11-09,MATIC-USD,SELL,1.77646803855896,4150.119842708588,-1461.0163226766736,10-day low breakdown
2021-11-13,FTM-USD,SELL,2.618885040283203,3702.212338480511,1159.9954154454035,Trailing stop (2.0×ATR)
2021-11-15,DOT-USD,SELL,44.688716888427734,206.75421132388152,635.1044794790481,Trailing stop (2.0×ATR)
2021-12-03,MANA-USD,SELL,3.9084930419921875,6297.963415861389,15802.466011323813,Trailing stop (2.0×ATR)
2021-12-05,SAND-USD,SELL,5.429076194763184,7639.976976385019,32664.936952738935,Trailing stop (2.0×ATR)
2021-12-13,PAXG,BUY,1789.228759765625,75.32941294685065,0.0,BEAR_ALLOCATION
2021-12-15,PAXG,SELL,1779.7596435546875,75.32941294685065,-713.3029652954287,EXIT_BEAR
2021-12-17,PAXG,BUY,1803.5223388671875,74.3368941133718,0.0,BEAR_ALLOCATION
2021-12-21,PAXG,SELL,1794.1962890625,74.3368941133718,-693.2695768270864,EXIT_BEAR
2021-12-24,FTM-USD,BUY,2.078705072402954,6416.253143812465,0.0,ENTRY
2021-12-25,SAND-USD,BUY,6.706561088562012,1992.0943369927595,0.0,ENTRY
2021-12-28,FTM-USD,SELL,2.231060028076172,6416.253143812465,977.5479633136923,BEAR_REGIME
2021-12-28,SAND-USD,SELL,5.864490985870361,1992.0943369927595,-1677.4830829229481,BEAR_REGIME
2021-12-28,PAXG,BUY,1814.2996826171875,73.12741423602428,0.0,BEAR_ALLOCATION
2023-01-13,PAXG,SELL,1896.9927978515625,73.12741423602428,6047.133692211431,EXIT_BEAR
2023-01-30,INJ-USD,BUY,2.8137869834899902,4930.088131944739,0.0,ENTRY
2023-02-01,OP-USD,BUY,2.722158908843994,5289.945562929676,0.0,ENTRY
2023-02-08,MATIC-USD,BUY,1.3039699792861938,11000.023644154604,0.0,ENTRY
2023-02-09,OP-USD,SELL,2.3986449241638184,5289.945562929676,-1711.3713678045951,Trailing stop (2.0×ATR)
2023-02-10,INJ-USD,SELL,3.1379311084747314,4930.088131944739,1598.0591036268847,Trailing stop (2.0×ATR)
2023-02-15,LTC-USD,BUY,102.79530334472656,135.11857457767212,0.0,ENTRY
2023-02-18,INJ-USD,BUY,4.432182788848877,3163.556750613242,0.0,ENTRY
2023-02-19,UNI-USD,BUY,0.0006840000278316438,20315665.739955902,0.0,ENTRY
2023-02-21,LTC-USD,SELL,93.70948028564453,135.11857457767212,-1227.6634606081084,Trailing stop (2.0×ATR)
2023-02-22,UNI-USD,SELL,0.0007890000124461949,20315665.739955902,2133.144590129732,Trailing stop (2.0×ATR)
2023-02-24,MATIC-USD,SELL,1.265956997871399,11000.023644154604,-418.14369434755366,Trailing stop (2.0×ATR)
2023-02-25,INJ-USD,SELL,3.4279580116271973,3163.556750613242,-3176.922073112724,Trailing stop (2.0×ATR)
2023-03-14,BTC-USD,BUY,24746.07421875,0.5492559346085853,0.0,ENTRY
2023-03-14,ETH-USD,BUY,1703.507080078125,7.978791683266504,0.0,ENTRY
2023-03-14,TIA-USD,BUY,0.0064409999176859856,2110220.198201156,0.0,ENTRY
2023-03-16,BNB-USD,BUY,329.8608703613281,41.04281276725888,0.0,ENTRY
2023-03-17,ARB-USD,BUY,0.001095999963581562,12616798.97715131,0.0,ENTRY
2023-03-22,ARB-USD,SELL,0.007922999560832977,12616798.97715131,86134.88153561405,Trailing stop (2.0×ATR)
2023-03-27,BNB-USD,SELL,310.9491271972656,41.04281276725888,-776.1911337851052,Trailing stop (2.0×ATR)
2023-03-28,XRP-USD,BUY,0.5150579810142517,42981.99669462911,0.0,ENTRY
2023-04-01,TIA-USD,SELL,0.005390999838709831,2110220.198201156,-2215.73137476829,Trailing stop (2.0×ATR)
2023-04-01,INJ-USD,BUY,4.99552583694458,4442.817681907111,0.0,ENTRY
2023-04-03,DOGE-USD,BUY,0.09607899934053421,233896.4083702852,0.0,ENTRY
2023-04-07,DOGE-USD,SELL,0.08245600014925003,233896.4083702852,-3186.3705820726695,Trailing stop (2.0×ATR)
2023-04-12,SOL-USD,BUY,23.985305786132812,953.025365909747,0.0,ENTRY
2023-04-17,XRP-USD,SELL,0.5111269950866699,42981.99669462911,-168.96162414595392,Trailing stop (2.0×ATR)
2023-04-19,BTC-USD,SELL,28822.6796875,0.5492559346085853,2239.0997467687516,Trailing stop (2.0×ATR)
2023-04-19,ETH-USD,SELL,1936.4034423828125,7.978791683266504,1858.2315586196632,Trailing stop (2.0×ATR)
2023-04-19,APT-USD,BUY,0.002171000000089407,10744835.21401374,0.0,ENTRY
2023-04-20,SOL-USD,SELL,22.181440353393555,953.025365909747,-1719.1295140882753,Trailing stop (2.0×ATR)
2023-04-21,INJ-USD,SELL,7.27437686920166,4442.817681907111,10124.519660544029,Trailing stop (2.0×ATR)
2023-04-23,APT-USD,SELL,0.0019450000254437327,10744835.21401374,-2428.332485939053,Trailing stop (2.0×ATR)
2023-06-20,BTC-USD,BUY,28327.48828125,0.7970395919828923,0.0,ENTRY
2023-06-20,UNI-USD,BUY,0.00011300000187475234,199806454.22123933,0.0,ENTRY
2023-06-27,ARB-USD,BUY,0.0009769999887794256,26819811.597675063,0.0,ENTRY
2023-06-29,ARB-USD,SELL,0.0006880000000819564,26819811.597675063,-7750.925248596347,Trailing stop (2.0×ATR)
2023-06-29,INJ-USD,BUY,7.870546817779541,3223.2257251324627,0.0,ENTRY
2023-06-30,LTC-USD,BUY,108.16532897949219,235.24034206725744,0.0,ENTRY
2023-07-01,LINK-USD,BUY,6.497599124908447,3956.930496168105,0.0,ENTRY
2023-07-06,LTC-USD,SELL,95.66722869873047,235.24034206725744,-2940.057385237273,Trailing stop (2.0×ATR)
2023-07-17,UNI-USD,SELL,0.0002800000074785203,199806454.22123933,33367.67897461597,Trailing stop (2.0×ATR)
2023-07-18,BTC-USD,SELL,29856.5625,0.7970395919828923,1218.7326914240598,Trailing stop (2.0×ATR)
2023-07-24,INJ-USD,SELL,8.157303810119629,3223.2257251324627,924.2825145721838,Trailing stop (2.0×ATR)
2023-07-25,LINK-USD,SELL,7.4025959968566895,3956.930496168105,3581.009721548741,Trailing stop (2.0×ATR)
2023-08-17,PAXG,BUY,1872.770751953125,135.7251110522288,0.0,BEAR_ALLOCATION
2023-08-29,PAXG,SELL,1912.3316650390625,135.7251110522288,5369.409321916439,EXIT_BEAR
2023-08-30,PAXG,BUY,1923.6151123046875,134.92898134656014,0.0,BEAR_ALLOCATION
2023-10-16,PAXG,SELL,1910.286865234375,134.92898134656014,-1798.3668003325402,EXIT_BEAR
2023-10-23,BTC-USD,BUY,33086.234375,0.779034138138568,0.0,ENTRY
2023-10-23,SOL-USD,BUY,31.850984573364258,809.246760369652,0.0,ENTRY
2023-10-23,LINK-USD,BUY,10.546121597290039,2444.0554608437365,0.0,ENTRY
2023-10-23,UNI-USD,BUY,0.00019799999427050352,130178317.30522726,0.0,ENTRY
2023-10-23,INJ-USD,BUY,10.936010360717773,2356.920415251605,0.0,ENTRY
2023-11-14,LINK-USD,SELL,13.968098640441895,2444.0554608437365,8363.501679197194,Trailing stop (2.0×ATR)
2023-11-15,AVAX-USD,BUY,20.73465347290039,1520.372680310659,0.0,ENTRY
2023-11-21,INJ-USD,SELL,14.30385971069336,2356.920415251605,7937.752888449306,Trailing stop (2.0×ATR)
2023-11-23,TIA-USD,BUY,0.003195999888703227,9406962.48870111,0.0,ENTRY
2023-12-02,UNI-USD,SELL,0.00019700000120792538,130178317.30522726,-130.1774142033233,Trailing stop (2.0×ATR)
2023-12-04,APT-USD,BUY,0.0007169999880716205,42509100.33822376,0.0,ENTRY
2023-12-06,APT-USD,SELL,0.0006830000202171504,42509100.33822376,-1445.3080450220484,Trailing stop (2.0×ATR)
2023-12-07,OP-USD,BUY,2.1806960105895996,21395.648017662214,0.0,ENTRY
2023-12-11,BTC-USD,SELL,41243.83203125,0.779034138138568,6355.047059417921,Trailing stop (2.0×ATR)
2023-12-11,INJ-USD,BUY,24.0263729095459,1868.0299852982407,0.0,ENTRY
2023-12-20,TIA-USD,SELL,0.005462000146508217,9406962.48870111,21316.179424558584,Trailing stop (2.0×ATR)
2023-12-20,NEAR-USD,BUY,2.839524030685425,14482.624090945239,0.0,ENTRY
2023-12-28,AVAX-USD,SELL,39.90686798095703,1520.372680310659,29148.911159104977,Trailing stop (2.0×ATR)
2024-01-01,SEI-USD,BUY,0.7101420164108276,66734.45420633796,0.0,ENTRY
2024-01-03,INJ-USD,SELL,34.20037841796875,1868.0299852982407,19005.347360323358,Trailing stop (2.0×ATR)
