mean_return,median_return,std_return,lower_5_percentile,upper_95_percentile,probability_positive,worst_case,best_case
585.8452408864059,580.3244673707563,220.71172779953838,236.65966636847122,959.8309360497465,99.8,-63.345083751017754,1451.697973453705
