mean_return,median_return,std_return,lower_5_percentile,upper_95_percentile,probability_positive,worst_case,best_case
147.48348126083872,143.736459378735,54.486262360821144,64.24231557904076,243.39139675593546,99.9,-8.734397421932677,325.3108420460421
