Year,ROC,BSS,SPY,BSS-ROC,BSS_Wins
2020,0.0,0.0,14.985532189274897,0.0,False
2021,5.385769888970771,5.385769888970771,28.72876695322062,0.0,False
2022,-20.295907943901803,3.1143002473851933,-18.17536755752065,23.410208191286998,True
2023,62.77883543390905,92.32240011982495,26.175792579479374,29.543564685915896,True
2024,59.61051014400498,30.64690413554869,24.886453007580812,-28.963606008456285,False
2025,59.171339047989434,30.469453152642025,15.855864411594345,-28.70188589534741,False
