simulation,return_pct
583,16331128651552.969
584,5313872974853.522
585,1485670933126.0059
586,20718703329486.848
587,220678948297545.38
588,6553951281996.473
589,26441971175726.37
590,23007963757948.273
591,9221916040475.459
592,46653470449129.68
593,5422684140592.287
594,39444204967693.664
595,8610121543945.938
596,7499421971010.054
597,45482898883838.41
598,4992922879461.148
599,28278793604260.973
600,2399143735577.31
601,5391187171745.708
602,14782592185076.639
603,5786427408845.6455
604,14104977636884.832
605,127926133429491.8
606,11795415399680.318
607,54677706300132.16
608,35486915415623.61
609,6401220734759.71
610,5797128617372.939
611,9225473953362.738
612,17764632205894.996
613,16810357803113.395
614,26585970671508.74
615,14701137269765.082
616,11972648456230.297
617,63173833114858.62
618,122009994320464.23
619,8503018442665.291
620,11368816039363.445
621,15250151620495.059
622,109586257847027.31
623,3009869694689.617
624,55062343856942.445
625,43081549911896.125
626,2175708926971.8513
627,17389330437546.137
628,14936408948964.102
629,3291926471862.0737
630,57989237363103.195
631,26846026436826.914
632,3903282001676.316
633,6547226061737.204
634,21103681527440.734
635,19045554969447.992
636,5321591518470.9375
637,15134730691057.264
638,16946859591109.14
639,31427253772632.844
640,9883590709781.986
641,7957984513508.998
642,46123477754084.26
643,3910299292785.7935
644,20728734898381.91
645,3218051121148.147
646,50806790378371.04
647,96087900026292.08
648,11012578316023.236
649,14833319473622.945
650,10487395810362.787
651,29673965363454.414
652,51586059631003.73
653,27193678932844.824
654,33788325265382.14
655,56628966106100.11
656,44922214971264.49
657,3371530434145.204
658,8895519545767.05
659,12191309366427.035
660,5372935687284.175
661,111869397541066.53
662,70478031466515.64
663,37655818292303.97
664,20755375846290.742
665,9444168515118.701
666,8828797083211.438
667,22012638119622.203
668,23803741650802.96
669,40644391004056.34
670,11342772001769.693
671,3677683981472.4844
672,15317741322549.979
673,6893770195643.41
674,17830458111184.285
675,21392858576488.05
676,7797550532641.783
677,15755571794342.484
678,4313640193682.6606
679,3463384887989.0884
680,72494151125791.12
681,3072432322032.6167
682,25437371370970.72
683,96315218427117.83
684,42969612515965.55
685,22582592150454.562
686,28223227289912.9
687,27102418525044.426
688,132822795596985.4
689,55690363204663.02
690,17429949396185.324
691,5336579156545.564
692,142035916132927.3
693,22488915977049.03
694,32535195331037.2
695,53644482720748.375
696,53171048699445.97
697,14652464154659.467
698,3992159607572.0
699,26514565941009.703
700,2168051303251.688
701,13351160270773.297
702,11131439896091.576
703,15469413643440.602
704,8597135447133.23
705,14938943701459.38
706,60869048334044.19
707,9232790656202.055
708,14668515983704.877
709,93676532584406.27
710,34849967397177.66
711,38097274193198.81
712,93723748964608.7
713,53812542007148.11
714,15302610186798.08
715,1639612002650.0898
716,72171869383419.16
717,9269264367477.316
718,167945877079430.03
719,5683224065504.704
720,56364200165771.14
721,10794445600083.465
722,12394294795691.6
723,3353126324927.7314
724,11701785837439.84
725,37730467271473.48
726,20658033195161.16
727,8629394812970.7705
728,14057229424840.445
729,28102309398322.68
730,12388605389311.588
731,9627146721526.498
732,61957162874537.22
733,133807722995459.23
734,30749283334487.793
735,5628956722726.274
736,9428696335318.635
737,51509803041158.984
738,135080998707730.9
739,3665778280132.8555
740,10388835797051.023
741,18890263809970.32
742,53587664163242.984
743,1284183105456.5718
744,10718099023580.193
745,11095412189653.107
746,10357093350575.535
747,9674118143786.031
748,17427169431111.219
749,6662068507281.151
750,26258831744348.98
751,93317211544146.28
752,60509291848456.875
753,30939752942591.86
754,36350872604928.45
755,7420327827476.354
756,110659853708896.06
757,33520706867623.438
758,58899810893073.7
759,3075749508757.782
760,20755059364277.055
761,25535572712021.676
762,14506581839930.988
763,135404750227604.69
764,7023732735848.41
765,5500733481615.486
766,45386489151346.41
767,23549331246132.45
768,7668723620676.196
769,53403055648266.85
770,16228805913801.008
771,24084540804258.234
772,5143671816066.023
773,20338333120501.355
774,10582723604952.832
775,12640316826372.756
776,3691530412288.5215
777,54249095956272.08
778,5088906805879.448
779,14279769690857.21
780,47793356879620.13
781,18020941294993.94
782,181145758748765.34
783,12081750973632.824
784,35773618651318.836
785,39550027473747.19
786,14643865468252.033
787,18238340260939.63
788,15908823320863.605
789,79686980971723.7
790,9166039826665.35
791,116410938521079.78
792,5774334830441.806
793,48750440372425.375
794,18699399973594.12
795,15718059834317.893
796,92283099513279.39
797,9440230992245.193
798,79603728538274.25
799,93975074335119.06
800,81152831324664.7
801,22115790670216.418
802,12822674077512.412
803,63392931787673.44
804,5753759327942.526
805,13334480607307.28
806,11837060653956.174
807,6450361511385.783
808,58877182891242.016
809,8602532367006.907
810,101150345067681.55
811,156870247326144.84
812,40777693974237.81
813,207787710100216.25
814,27759362214925.76
815,21837654935673.516
816,45282458760011.3
817,21692278463291.207
818,52745743202267.914
819,8615952080955.005
820,18887322614360.27
821,27171542814780.72
822,36104434131623.54
823,9015960647657.762
824,12399473063058.77
825,16409659086826.715
826,58809701832212.24
827,10110482064492.352
828,5586836942084.046
829,32157374994410.023
830,25781873571611.055
831,15087564120249.64
832,10986800036831.076
833,17896640203964.363
834,17710636793798.195
835,119585159041675.92
836,14369176276289.086
837,63835098377827.22
838,12525130926209.363
839,70841407768365.81
840,8654252902560.625
841,10840395712397.307
842,77150293163714.67
843,763217094686.7324
844,9159486944951.69
845,5244864974923.003
846,21495970075575.152
847,8019691453923.216
848,7450791150633.564
849,10728977574986.074
850,1966352152093.5256
851,10465933438300.113
852,7177824350809.44
853,14843582398398.838
854,4896044780178.019
855,6414010517132.753
856,103845901843866.95
857,2755735765140.6753
858,2915191911570.033
859,21842668226405.047
860,1365548144311.7263
861,14906338873065.629
862,2540875827075.251
863,28781354882522.61
864,5763480741566.271
865,35591583134510.59
866,15138107387154.947
867,10381063394717.8
868,10068632077664.262
869,55506862969094.68
870,31504501463977.977
871,11414675360085.807
872,30369242712088.777
873,44097921548517.96
874,49910538422801.83
875,19271401633745.902
876,58417179127362.195
877,26617308371963.992
878,8543430302902.289
879,17719338466258.793
880,1709461951292.7734
881,49714117386000.28
882,4233294515639.907
883,14537053530625.748
884,4147271636285.556
885,5129718410580.641
886,36395338984571.695
887,15139487434435.14
888,4903903230824.569
889,13045234707796.832
890,8520557303524.403
891,7832517297323.869
892,51981569689098.445
893,33284828663503.645
894,76098423324824.72
895,3914531094872.8384
896,39331742106851.66
897,9540046817798.22
898,20152226943916.195
899,11820775783348.998
900,7571062141387.267
901,11459294279851.133
902,7211095154893.295
903,6579546962558.028
904,8047913163129.128
905,54945713868814.88
906,7266389457974.55
907,6434087470851.16
908,9833964692542.031
909,5360084938819.349
910,13014936694065.008
911,53973376063704.41
912,3169096477822.0503
913,7605213903167.587
914,18249620415566.97
915,50672379597684.91
916,48160715060463.27
917,31762947648973.242
918,11857582003211.238
919,117722715874158.34
920,25041234582792.95
921,46232833946037.3
922,9713375468302.164
923,22698942547434.23
924,6600458936094.554
925,8118673432623.636
926,28467063167337.492
927,35083936832860.945
928,26540574177133.848
929,7073344227608.26
930,7535935313058.849
931,111157124196193.02
932,49492073437991.83
933,15407272407097.873
934,16529543873958.17
935,4893306251921.838
936,13736350726892.979
937,14122279356616.986
938,3728865073669.674
939,202967175560496.84
940,154788413119153.5
941,22644652615520.24
942,37157430632982.3
943,7783528228389.404
944,5962378622835.84
945,12887361643865.283
946,16737564975154.008
947,4062227802207.9966
948,9793254432487.15
949,14665343610203.303
950,8995681779829.232
951,2668558778937.2173
952,40890308036714.555
953,29427313062863.0
954,14499964420038.797
955,23970624614785.11
956,14990178472409.71
957,7372686005111.133
958,13085060099825.53
959,31792838521768.574
960,17171050768993.79
961,6273823719192.871
962,8973902754627.72
963,15568413200616.59
964,14818640854704.248
965,37452977306304.7
966,25386008776551.79
967,49689144461944.3
968,11785051868900.82
969,8746173404446.28
970,53369141411750.74
971,15326684585318.018
972,6457160022722.393
973,50997814114169.98
974,32032312846539.906
975,40268273777900.016
976,27586188634798.895
977,10059922740668.293
978,15215154085519.73
979,117952307022206.78
980,2646468119438.5107
981,33682277425571.008
982,142689558027169.75
983,5492645689044.011
984,11620689238091.113
985,3732521213230.7456
986,13266850176871.617
987,30611076078963.72
988,17909820427045.844
989,9181563357775.027
990,49357561365724.1
991,6867792636647.167
992,29151194363581.965
993,11894373923457.541
994,39778526807334.38
995,124667630648751.52
996,3517330406142.4233
997,15070114173803.994
998,4825006725383.766
999,8134154316262.018
1000,13414648575562.586
