Qualifier,Total Return %,Annualized %,Sharpe Ratio,Max Drawdown %,Trades,Win Rate %,Profit Factor,Final Value,Universe
BSS,256.23628939579555,30.1087491508345,1.7195030986114854,-16.246461287218615,808,70.66831683168317,10.342953389378822,35623.628939579554,50 stocks
BSS,225.25372389930766,27.67909284340684,1.5941448825307427,-14.05226688051453,1011,67.5568743818002,8.268585963128745,32525.372389930766,100 stocks
