symbol,entry_date,exit_date,entry_price,exit_price,shares,pnl,pnl_pct,r_multiple,exit_reason,days_held
GME,2021-02-26,2021-03-01,35.01049850463867,27.897999267578122,279,1981.5972871398926,20.286769798834804,3.9818052013145744,R1,3
GME,2021-08-25,2021-08-26,55.615,51.365,179,758.96,7.623842488537265,1.4977973568281946,R1,1
GME,2024-06-07,2024-06-10,47.04,25.160000839233398,214,4680.179820404052,46.49234515469091,9.11666631698609,R2,3
AMC,2021-05-28,2021-06-01,359.8560119628906,297.10600433349606,29,1819.4602212524414,17.434753218980394,3.4177562932114074,R1,4
AMC,2021-06-03,2021-06-04,674.24,518.5400030517578,15,2335.3499542236327,23.091183695455946,4.526162701983788,R1,1
AMC,2021-08-25,2021-08-26,473.34,422.0400122070312,23,1179.6697192382812,10.835760297665262,2.1242230970173366,R2,1
TSLA,2020-02-04,2020-02-05,63.307348022460936,54.30001235961914,174,1565.5364053344726,14.212150633208667,2.78867753122533,R2,1
RIOT,2021-02-19,2021-02-22,76.26359970092773,65.86359817504882,146,1516.9402227783203,13.623801612596203,2.6728351494893667,R2,3
NEGG,2021-08-27,2021-08-30,415.9119940185547,370.7119970703125,27,1220.129917602539,10.865278616183925,2.1300658623132303,R1,3
