date,cash,positions,total
2015-02-02,19324.144610190247,91878.76000575392,111202.90461594416
2015-02-03,19324.144610190247,92909.32805730827,112233.47266749851
2015-02-04,19324.144610190247,92696.1990581374,112020.34366832764
2015-02-05,19324.144610190247,93972.64090234108,113296.78551253132
2015-02-06,19324.144610190247,92848.9126411864,112173.05725137665
2015-02-09,19324.144610190247,91518.45537933761,110842.59998952787
2015-02-10,19324.144610190247,93806.50709941376,113130.65170960402
2015-02-11,19324.144610190247,94198.5387529462,113522.68336313646
2015-02-12,19324.144610190247,95182.82008649771,114506.96469668797
2015-02-13,19324.144610190247,95349.5502334162,114673.69484360644
