date,cash,positions,total
2015-02-17,19324.144610190247,95841.03556360141,115165.18017379165
2015-02-18,19324.144610190247,95793.51319318404,115117.65780337428
2015-02-19,19324.144610190247,95868.32599289059,115192.47060308084
2015-02-20,19324.144610190247,97489.55952098052,116813.70413117076
2015-02-23,19324.144610190247,98140.2476073499,117464.39221754015
2015-02-24,19324.144610190247,98612.76962300387,117936.91423319411
2015-02-25,19324.144610190247,98284.19396561653,117608.33857580679
2015-02-26,19324.144610190247,101944.9709360811,121269.11554627135
2015-02-27,19324.144610190247,101242.34618290629,120566.49079309654
2015-03-02,19324.144610190247,102387.29002494388,121711.43463513412
2015-03-03,19324.144610190247,101555.33409134016,120879.4787015304
2015-03-04,19324.144610190247,101888.30900901709,121212.45361920734
2015-03-05,19324.144610190247,101821.23697107738,121145.38158126763
2015-03-06,19324.144610190247,99823.61440277076,119147.759012961
2015-03-09,19324.144610190247,100150.18581878705,119474.3304289773
2015-03-10,19324.144610190247,98665.07620755551,117989.22081774575
2015-03-11,19324.144610190247,98775.20593081372,118099.35054100398
2015-03-12,19324.144610190247,100497.67692720254,119821.8215373928
2015-03-13,19324.144610190247,99884.4975519593,119208.64216214954
2015-03-16,19324.144610190247,102904.88592895404,122229.0305391443
2015-03-17,19324.144610190247,102359.30727643763,121683.45188662788
2015-03-18,19324.144610190247,103668.52083563103,122992.66544582127
2015-03-19,19324.144610190247,104489.71296555524,123813.8575757455
2015-03-20,19324.144610190247,104911.36535780525,124235.50996799549
2015-03-23,19324.144610190247,104593.02770016558,123917.17231035582
2015-03-24,19324.144610190247,103958.54761493145,123282.69222512169
2015-03-25,19324.144610190247,100372.34934747088,119696.49395766112
2015-03-26,19324.144610190247,99990.90725049563,119315.05186068587
2015-03-27,19324.144610190247,101487.28862497452,120811.43323516476
2015-03-30,19324.144610190247,102850.96523954949,122175.10984973973
2015-03-31,19324.144610190247,101120.60009845342,120444.74470864367
2015-04-01,119269.51344679673,0.0,119269.51344679673
2015-04-02,119269.51344679673,0.0,119269.51344679673
2015-04-06,119269.51344679673,0.0,119269.51344679673
2015-04-07,119269.51344679673,0.0,119269.51344679673
2015-04-08,119269.51344679673,0.0,119269.51344679673
2015-04-09,119269.51344679673,0.0,119269.51344679673
2015-04-10,119269.51344679673,0.0,119269.51344679673
2015-04-13,119269.51344679673,0.0,119269.51344679673
2015-04-14,119269.51344679673,0.0,119269.51344679673
2015-04-15,119269.51344679673,0.0,119269.51344679673
2015-04-16,119269.51344679673,0.0,119269.51344679673
2015-04-17,119269.51344679673,0.0,119269.51344679673
2015-04-20,119269.51344679673,0.0,119269.51344679673
2015-04-21,119269.51344679673,0.0,119269.51344679673
2015-04-22,119269.51344679673,0.0,119269.51344679673
2015-04-23,119269.51344679673,0.0,119269.51344679673
2015-04-24,119269.51344679673,0.0,119269.51344679673
2015-04-27,119269.51344679673,0.0,119269.51344679673
2015-04-28,119269.51344679673,0.0,119269.51344679673
2015-04-29,119269.51344679673,0.0,119269.51344679673
2015-04-30,119269.51344679673,0.0,119269.51344679673
2015-05-01,119269.51344679673,0.0,119269.51344679673
2015-05-04,119269.51344679673,0.0,119269.51344679673
2015-05-05,119269.51344679673,0.0,119269.51344679673
2015-05-06,119269.51344679673,0.0,119269.51344679673
2015-05-07,119269.51344679673,0.0,119269.51344679673
2015-05-08,119269.51344679673,0.0,119269.51344679673
2015-05-11,119269.51344679673,0.0,119269.51344679673
2015-05-12,119269.51344679673,0.0,119269.51344679673
2015-05-13,119269.51344679673,0.0,119269.51344679673
2015-05-14,119269.51344679673,0.0,119269.51344679673
2015-05-15,119269.51344679673,0.0,119269.51344679673
2015-05-18,119269.51344679673,0.0,119269.51344679673
2015-05-19,119269.51344679673,0.0,119269.51344679673
2015-05-20,119269.51344679673,0.0,119269.51344679673
2015-05-21,119269.51344679673,0.0,119269.51344679673
2015-05-22,119269.51344679673,0.0,119269.51344679673
2015-05-26,119269.51344679673,0.0,119269.51344679673
2015-05-27,119269.51344679673,0.0,119269.51344679673
2015-05-28,119269.51344679673,0.0,119269.51344679673
2015-05-29,119269.51344679673,0.0,119269.51344679673
2015-06-01,119269.51344679673,0.0,119269.51344679673
2015-06-02,119269.51344679673,0.0,119269.51344679673
2015-06-03,119269.51344679673,0.0,119269.51344679673
2015-06-04,119269.51344679673,0.0,119269.51344679673
2015-06-05,119269.51344679673,0.0,119269.51344679673
2015-06-08,119269.51344679673,0.0,119269.51344679673
2015-06-09,119269.51344679673,0.0,119269.51344679673
2015-06-10,119269.51344679673,0.0,119269.51344679673
2015-06-11,119269.51344679673,0.0,119269.51344679673
2015-06-12,119269.51344679673,0.0,119269.51344679673
2015-06-15,119269.51344679673,0.0,119269.51344679673
2015-06-16,119269.51344679673,0.0,119269.51344679673
2015-06-17,119269.51344679673,0.0,119269.51344679673
2015-06-18,119269.51344679673,0.0,119269.51344679673
2015-06-19,119269.51344679673,0.0,119269.51344679673
2015-06-22,119269.51344679673,0.0,119269.51344679673
2015-06-23,119269.51344679673,0.0,119269.51344679673
2015-06-24,119269.51344679673,0.0,119269.51344679673
2015-06-25,119269.51344679673,0.0,119269.51344679673
2015-06-26,119269.51344679673,0.0,119269.51344679673
2015-06-29,119269.51344679673,0.0,119269.51344679673
2015-06-30,119269.51344679673,0.0,119269.51344679673
2015-07-01,119269.51344679673,0.0,119269.51344679673
2015-07-02,119269.51344679673,0.0,119269.51344679673
2015-07-06,119269.51344679673,0.0,119269.51344679673
2015-07-07,119269.51344679673,0.0,119269.51344679673
2015-07-08,119269.51344679673,0.0,119269.51344679673
2015-07-09,119269.51344679673,0.0,119269.51344679673
2015-07-10,119269.51344679673,0.0,119269.51344679673
2015-07-13,119269.51344679673,0.0,119269.51344679673
2015-07-14,119269.51344679673,0.0,119269.51344679673
2015-07-15,119269.51344679673,0.0,119269.51344679673
2015-07-16,119269.51344679673,0.0,119269.51344679673
2015-07-17,119269.51344679673,0.0,119269.51344679673
2015-07-20,119269.51344679673,0.0,119269.51344679673
2015-07-21,119269.51344679673,0.0,119269.51344679673
2015-07-22,119269.51344679673,0.0,119269.51344679673
2015-07-23,119269.51344679673,0.0,119269.51344679673
2015-07-24,119269.51344679673,0.0,119269.51344679673
2015-07-27,119269.51344679673,0.0,119269.51344679673
2015-07-28,119269.51344679673,0.0,119269.51344679673
2015-07-29,119269.51344679673,0.0,119269.51344679673
2015-07-30,119269.51344679673,0.0,119269.51344679673
2015-07-31,119269.51344679673,0.0,119269.51344679673
2015-08-03,119269.51344679673,0.0,119269.51344679673
2015-08-04,119269.51344679673,0.0,119269.51344679673
2015-08-05,119269.51344679673,0.0,119269.51344679673
2015-08-06,119269.51344679673,0.0,119269.51344679673
2015-08-07,119269.51344679673,0.0,119269.51344679673
2015-08-10,119269.51344679673,0.0,119269.51344679673
2015-08-11,119269.51344679673,0.0,119269.51344679673
2015-08-12,119269.51344679673,0.0,119269.51344679673
2015-08-13,119269.51344679673,0.0,119269.51344679673
2015-08-14,119269.51344679673,0.0,119269.51344679673
2015-08-17,119269.51344679673,0.0,119269.51344679673
2015-08-18,119269.51344679673,0.0,119269.51344679673
2015-08-19,119269.51344679673,0.0,119269.51344679673
2015-08-20,119269.51344679673,0.0,119269.51344679673
2015-08-21,119269.51344679673,0.0,119269.51344679673
2015-08-24,119269.51344679673,0.0,119269.51344679673
2015-08-25,119269.51344679673,0.0,119269.51344679673
2015-08-26,119269.51344679673,0.0,119269.51344679673
2015-08-27,119269.51344679673,0.0,119269.51344679673
2015-08-28,119269.51344679673,0.0,119269.51344679673
2015-08-31,119269.51344679673,0.0,119269.51344679673
2015-09-01,119269.51344679673,0.0,119269.51344679673
2015-09-02,119269.51344679673,0.0,119269.51344679673
2015-09-03,119269.51344679673,0.0,119269.51344679673
2015-09-04,119269.51344679673,0.0,119269.51344679673
2015-09-08,119269.51344679673,0.0,119269.51344679673
2015-09-09,119269.51344679673,0.0,119269.51344679673
2015-09-10,119269.51344679673,0.0,119269.51344679673
2015-09-11,119269.51344679673,0.0,119269.51344679673
2015-09-14,119269.51344679673,0.0,119269.51344679673
2015-09-15,119269.51344679673,0.0,119269.51344679673
2015-09-16,119269.51344679673,0.0,119269.51344679673
2015-09-17,119269.51344679673,0.0,119269.51344679673
2015-09-18,119269.51344679673,0.0,119269.51344679673
2015-09-21,119269.51344679673,0.0,119269.51344679673
2015-09-22,119269.51344679673,0.0,119269.51344679673
2015-09-23,119269.51344679673,0.0,119269.51344679673
2015-09-24,119269.51344679673,0.0,119269.51344679673
2015-09-25,119269.51344679673,0.0,119269.51344679673
2015-09-28,119269.51344679673,0.0,119269.51344679673
2015-09-29,119269.51344679673,0.0,119269.51344679673
2015-09-30,119269.51344679673,0.0,119269.51344679673
2015-10-01,119269.51344679673,0.0,119269.51344679673
2015-10-02,119269.51344679673,0.0,119269.51344679673
2015-10-05,119269.51344679673,0.0,119269.51344679673
2015-10-06,119269.51344679673,0.0,119269.51344679673
2015-10-07,119269.51344679673,0.0,119269.51344679673
2015-10-08,119269.51344679673,0.0,119269.51344679673
2015-10-09,119269.51344679673,0.0,119269.51344679673
2015-10-12,119269.51344679673,0.0,119269.51344679673
2015-10-13,119269.51344679673,0.0,119269.51344679673
2015-10-14,119269.51344679673,0.0,119269.51344679673
2015-10-15,119269.51344679673,0.0,119269.51344679673
2015-10-16,119269.51344679673,0.0,119269.51344679673
2015-10-19,119269.51344679673,0.0,119269.51344679673
2015-10-20,119269.51344679673,0.0,119269.51344679673
2015-10-21,119269.51344679673,0.0,119269.51344679673
2015-10-22,119269.51344679673,0.0,119269.51344679673
2015-10-23,119269.51344679673,0.0,119269.51344679673
2015-10-26,119269.51344679673,0.0,119269.51344679673
2015-10-27,119269.51344679673,0.0,119269.51344679673
2015-10-28,119269.51344679673,0.0,119269.51344679673
2015-10-29,119269.51344679673,0.0,119269.51344679673
2015-10-30,119269.51344679673,0.0,119269.51344679673
2015-11-02,119269.51344679673,0.0,119269.51344679673
2015-11-03,119269.51344679673,0.0,119269.51344679673
2015-11-04,119269.51344679673,0.0,119269.51344679673
2015-11-05,119269.51344679673,0.0,119269.51344679673
2015-11-06,119269.51344679673,0.0,119269.51344679673
2015-11-09,119269.51344679673,0.0,119269.51344679673
2015-11-10,119269.51344679673,0.0,119269.51344679673
2015-11-11,119269.51344679673,0.0,119269.51344679673
2015-11-12,119269.51344679673,0.0,119269.51344679673
2015-11-13,119269.51344679673,0.0,119269.51344679673
2015-11-16,119269.51344679673,0.0,119269.51344679673
2015-11-17,119269.51344679673,0.0,119269.51344679673
2015-11-18,119269.51344679673,0.0,119269.51344679673
2015-11-19,119269.51344679673,0.0,119269.51344679673
2015-11-20,119269.51344679673,0.0,119269.51344679673
2015-11-23,119269.51344679673,0.0,119269.51344679673
2015-11-24,119269.51344679673,0.0,119269.51344679673
2015-11-25,119269.51344679673,0.0,119269.51344679673
2015-11-27,119269.51344679673,0.0,119269.51344679673
2015-11-30,119269.51344679673,0.0,119269.51344679673
2015-12-01,119269.51344679673,0.0,119269.51344679673
2015-12-02,119269.51344679673,0.0,119269.51344679673
2015-12-03,119269.51344679673,0.0,119269.51344679673
2015-12-04,119269.51344679673,0.0,119269.51344679673
2015-12-07,119269.51344679673,0.0,119269.51344679673
2015-12-08,119269.51344679673,0.0,119269.51344679673
2015-12-09,119269.51344679673,0.0,119269.51344679673
2015-12-10,119269.51344679673,0.0,119269.51344679673
2015-12-11,119269.51344679673,0.0,119269.51344679673
2015-12-14,119269.51344679673,0.0,119269.51344679673
2015-12-15,119269.51344679673,0.0,119269.51344679673
2015-12-16,119269.51344679673,0.0,119269.51344679673
2015-12-17,119269.51344679673,0.0,119269.51344679673
2015-12-18,119269.51344679673,0.0,119269.51344679673
2015-12-21,119269.51344679673,0.0,119269.51344679673
2015-12-22,119269.51344679673,0.0,119269.51344679673
2015-12-23,119269.51344679673,0.0,119269.51344679673
2015-12-24,119269.51344679673,0.0,119269.51344679673
2015-12-28,119269.51344679673,0.0,119269.51344679673
2015-12-29,119269.51344679673,0.0,119269.51344679673
2015-12-30,119269.51344679673,0.0,119269.51344679673
2015-12-31,119269.51344679673,0.0,119269.51344679673
2016-01-04,119269.51344679673,0.0,119269.51344679673
2016-01-05,119269.51344679673,0.0,119269.51344679673
2016-01-06,119269.51344679673,0.0,119269.51344679673
2016-01-07,119269.51344679673,0.0,119269.51344679673
2016-01-08,119269.51344679673,0.0,119269.51344679673
2016-01-11,119269.51344679673,0.0,119269.51344679673
2016-01-12,119269.51344679673,0.0,119269.51344679673
2016-01-13,119269.51344679673,0.0,119269.51344679673
2016-01-14,119269.51344679673,0.0,119269.51344679673
2016-01-15,119269.51344679673,0.0,119269.51344679673
2016-01-19,119269.51344679673,0.0,119269.51344679673
2016-01-20,119269.51344679673,0.0,119269.51344679673
2016-01-21,119269.51344679673,0.0,119269.51344679673
2016-01-22,119269.51344679673,0.0,119269.51344679673
2016-01-25,119269.51344679673,0.0,119269.51344679673
2016-01-26,119269.51344679673,0.0,119269.51344679673
2016-01-27,119269.51344679673,0.0,119269.51344679673
2016-01-28,119269.51344679673,0.0,119269.51344679673
2016-01-29,119269.51344679673,0.0,119269.51344679673
2016-02-01,119269.51344679673,0.0,119269.51344679673
2016-02-02,119269.51344679673,0.0,119269.51344679673
2016-02-03,119269.51344679673,0.0,119269.51344679673
2016-02-04,119269.51344679673,0.0,119269.51344679673
2016-02-05,119269.51344679673,0.0,119269.51344679673
2016-02-08,119269.51344679673,0.0,119269.51344679673
2016-02-09,119269.51344679673,0.0,119269.51344679673
2016-02-10,119269.51344679673,0.0,119269.51344679673
2016-02-11,119269.51344679673,0.0,119269.51344679673
2016-02-12,119269.51344679673,0.0,119269.51344679673
2016-02-16,119269.51344679673,0.0,119269.51344679673
2016-02-17,119269.51344679673,0.0,119269.51344679673
2016-02-18,119269.51344679673,0.0,119269.51344679673
2016-02-19,119269.51344679673,0.0,119269.51344679673
2016-02-22,119269.51344679673,0.0,119269.51344679673
2016-02-23,119269.51344679673,0.0,119269.51344679673
2016-02-24,119269.51344679673,0.0,119269.51344679673
2016-02-25,119269.51344679673,0.0,119269.51344679673
2016-02-26,119269.51344679673,0.0,119269.51344679673
2016-02-29,119269.51344679673,0.0,119269.51344679673
2016-03-01,119269.51344679673,0.0,119269.51344679673
2016-03-02,119269.51344679673,0.0,119269.51344679673
2016-03-03,119269.51344679673,0.0,119269.51344679673
2016-03-04,119269.51344679673,0.0,119269.51344679673
2016-03-07,119269.51344679673,0.0,119269.51344679673
2016-03-08,119269.51344679673,0.0,119269.51344679673
2016-03-09,119269.51344679673,0.0,119269.51344679673
2016-03-10,119269.51344679673,0.0,119269.51344679673
2016-03-11,119269.51344679673,0.0,119269.51344679673
2016-03-14,119269.51344679673,0.0,119269.51344679673
2016-03-15,119269.51344679673,0.0,119269.51344679673
2016-03-16,119269.51344679673,0.0,119269.51344679673
2016-03-17,119269.51344679673,0.0,119269.51344679673
2016-03-18,119269.51344679673,0.0,119269.51344679673
2016-03-21,119269.51344679673,0.0,119269.51344679673
2016-03-22,119269.51344679673,0.0,119269.51344679673
2016-03-23,119269.51344679673,0.0,119269.51344679673
2016-03-24,119269.51344679673,0.0,119269.51344679673
2016-03-28,119269.51344679673,0.0,119269.51344679673
2016-03-29,119269.51344679673,0.0,119269.51344679673
2016-03-30,119269.51344679673,0.0,119269.51344679673
2016-03-31,119269.51344679673,0.0,119269.51344679673
2016-04-01,13720.106686331052,105443.96279766803,119164.06948399909
2016-04-04,13720.106686331052,105081.9410279626,118802.04771429366
2016-04-05,13720.106686331052,103973.3316097485,117693.43829607955
2016-04-06,13720.106686331052,104768.66621228616,118488.77289861722
2016-04-07,13720.106686331052,102419.04700325285,116139.15368958391
2016-04-08,13720.106686331052,103532.21591890734,117252.3226052384
2016-04-11,13720.106686331052,103399.74183487988,117119.84852121094
2016-04-12,13720.106686331052,104169.96285317732,117890.06953950837
2016-04-13,13720.106686331052,105077.6246699547,118797.73135628576
2016-04-14,13720.106686331052,104377.02036177545,118097.1270481065
2016-04-15,13720.106686331052,104131.61124522847,117851.71793155953
2016-04-18,13720.106686331052,104818.14658907976,118538.25327541081
2016-04-19,13720.106686331052,102814.10486146736,116534.21154779842
2016-04-20,13720.106686331052,103308.80830383254,117028.9149901636
2016-04-21,13720.106686331052,101582.28674691732,115302.39343324838
2016-04-22,13720.106686331052,111617.1317192444,125337.23840557545
2016-04-25,13720.106686331052,107852.65878127683,121572.76546760788
2016-04-26,13720.106686331052,109627.78566284655,123347.89234917761
2016-04-27,13720.106686331052,111240.6191237061,124960.72581003715
2016-04-28,13720.106686331052,108865.98102797546,122586.08771430652
2016-04-29,13720.106686331052,107382.567525031,121102.67421136206
2016-05-02,13720.106686331052,109390.10563989922,123110.21232623028
2016-05-03,13720.106686331052,107463.00055593645,121183.1072422675
2016-05-04,13720.106686331052,106990.44786740746,120710.55455373852
2016-05-05,13720.106686331052,107565.42886493234,121285.5355512634
2016-05-06,13720.106686331052,108078.54334663482,121798.65003296587
2016-05-09,13720.106686331052,108078.89693618225,121799.00362251331
2016-05-10,13720.106686331052,108899.7232269563,122619.82991328735
2016-05-11,13720.106686331052,108454.34003872343,122174.44672505448
2016-05-12,13720.106686331052,107645.51110943727,121365.61779576832
2016-05-13,13720.106686331052,110885.7736625806,124605.88034891165
2016-05-16,13720.106686331052,113246.95981152148,126967.06649785253
2016-05-17,13720.106686331052,112638.47734159541,126358.58402792647
2016-05-18,13720.106686331052,113338.09844185901,127058.20512819006
2016-05-19,13720.106686331052,113887.85092029207,127607.95760662312
2016-05-20,13720.106686331052,115904.79758849586,129624.90427482691
2016-05-23,13720.106686331052,117025.61642291452,130745.72310924558
2016-05-24,13720.106686331052,119791.38677973306,133511.4934660641
2016-05-25,13720.106686331052,119861.77687768149,133581.88356401253
2016-05-26,13720.106686331052,121641.01482081972,135361.12150715076
2016-05-27,13720.106686331052,123741.56936808105,137461.6760544121
2016-05-31,13720.106686331052,124291.40680313237,138011.51348946342
2016-06-01,13720.106686331052,123222.02056216299,136942.12724849404
2016-06-02,13720.106686331052,122210.53580998778,135930.64249631882
2016-06-03,13720.106686331052,122539.88271500145,136259.9894013325
2016-06-06,13720.106686331052,124654.58984734394,138374.69653367499
2016-06-07,13720.106686331052,125464.40544901085,139184.5121353419
2016-06-08,13720.106686331052,125040.85946632168,138760.96615265272
2016-06-09,13720.106686331052,126468.93882228385,140189.0455086149
2016-06-10,13720.106686331052,123985.65786759062,137705.76455392168
2016-06-13,13720.106686331052,124642.19803424782,138362.30472057886
2016-06-14,13720.106686331052,124823.56921331966,138543.6758996507
2016-06-15,13720.106686331052,125200.63532789139,138920.74201422243
2016-06-16,13720.106686331052,128041.52316500236,141761.62985133342
2016-06-17,13720.106686331052,130877.85620311409,144597.96288944513
2016-06-20,13720.106686331052,130306.84119111295,144026.947877444
2016-06-21,13720.106686331052,132662.3955117766,146382.50219810763
2016-06-22,13720.106686331052,129401.88705891502,143121.99374524606
2016-06-23,13720.106686331052,132305.3143741474,146025.42106047843
2016-06-24,13720.106686331052,126700.46638168386,140420.5730680149
2016-06-27,13720.106686331052,124942.84005042707,138662.9467367581
2016-06-28,13720.106686331052,129207.54752046996,142927.654206801
2016-06-29,13720.106686331052,130666.2627010748,144386.36938740584
2016-06-30,13720.106686331052,131617.21509930067,145337.3217856317
2016-07-01,9817.104479737689,134341.68055213796,144158.78503187565
2016-07-05,9817.104479737689,133123.86288515315,142940.96736489085
2016-07-06,9817.104479737689,134423.34897869322,144240.45345843091
2016-07-07,9817.104479737689,134992.19651221362,144809.3009919513
2016-07-08,9817.104479737689,138072.52539496636,147889.62987470406
2016-07-11,9817.104479737689,138279.92830262525,148097.03278236295
2016-07-12,9817.104479737689,140226.33336743654,150043.43784717424
2016-07-13,9817.104479737689,139334.31706757273,149151.42154731043
2016-07-14,9817.104479737689,140807.15491332285,150624.25939306055
2016-07-15,9817.104479737689,139974.97703029442,149792.08151003212
2016-07-18,9817.104479737689,144357.01714520884,154174.12162494654
2016-07-19,9817.104479737689,143515.71023430818,153332.81471404588
2016-07-20,9817.104479737689,144403.7444631615,154220.8489428992
2016-07-21,9817.104479737689,141234.42770692427,151051.53218666196
2016-07-22,9817.104479737689,149253.28295401298,159070.38743375067
2016-07-25,9817.104479737689,159130.350845228,168947.4553249657
2016-07-26,9817.104479737689,162936.80225176044,172753.90673149814
2016-07-27,9817.104479737689,161280.5118691175,171097.6163488552
2016-07-28,9817.104479737689,161491.61649372266,171308.72097346035
2016-07-29,9817.104479737689,162344.94589363624,172162.05037337393
2016-08-01,9817.104479737689,159851.00298280877,169668.10746254647
2016-08-02,9817.104479737689,154762.89330783862,164579.9977875763
2016-08-03,9817.104479737689,155285.0086596265,165102.1131393642
2016-08-04,9817.104479737689,158194.59554171728,168011.70002145498
2016-08-05,9817.104479737689,160983.80337757734,170800.90785731503
2016-08-08,9817.104479737689,161902.20835093432,171719.31283067202
2016-08-09,9817.104479737689,161372.0190860622,171189.1235657999
2016-08-10,9817.104479737689,159998.27638624207,169815.38086597977
2016-08-11,9817.104479737689,162106.99108079655,171924.09556053425
2016-08-12,9817.104479737689,165808.76180764963,175625.86628738733
2016-08-15,9817.104479737689,167850.55763744205,177667.66211717975
2016-08-16,9817.104479737689,165239.25972864043,175056.36420837813
2016-08-17,9817.104479737689,162944.2380490345,172761.3425287722
2016-08-18,9817.104479737689,167755.0804634107,177572.1849431484
2016-08-19,9817.104479737689,174225.16264433053,184042.26712406822
2016-08-22,9817.104479737689,174009.58484516127,183826.68932489897
2016-08-23,9817.104479737689,175692.64890471747,185509.75338445517
2016-08-24,9817.104479737689,172160.8256006342,181977.9300803719
2016-08-25,9817.104479737689,172891.3752948665,182708.4797746042
2016-08-26,9817.104479737689,175726.07324307278,185543.17772281048
2016-08-29,9817.104479737689,174892.1727502186,184709.2772299563
2016-08-30,9817.104479737689,173408.50771405,183225.6121937877
2016-08-31,9817.104479737689,172199.94343881428,182017.04791855198
2016-09-01,9817.104479737689,172304.68993857887,182121.79441831657
2016-09-02,9817.104479737689,173418.2137973109,183235.3182770486
2016-09-06,9817.104479737689,172196.29372405523,182013.39820379292
2016-09-07,9817.104479737689,165734.6295096856,175551.7339894233
2016-09-08,9817.104479737689,159078.97733704373,168896.08181678143
2016-09-09,9817.104479737689,152110.9281660544,161928.0326457921
2016-09-12,9817.104479737689,153929.00111345682,163746.10559319452
2016-09-13,9817.104479737689,150611.1234872826,160428.2279670203
2016-09-14,9817.104479737689,154664.81021142972,164481.91469116742
2016-09-15,9817.104479737689,156384.84113746253,166201.94561720022
2016-09-16,9817.104479737689,156732.2196848492,166549.3241645869
2016-09-19,9817.104479737689,158369.6236158912,168186.7280956289
2016-09-20,9817.104479737689,158166.98847904822,167984.0929587859
2016-09-21,9817.104479737689,161841.4531504733,171658.557630211
2016-09-22,9817.104479737689,163192.04746982228,173009.15194955998
2016-09-23,9817.104479737689,164283.2639595603,174100.368439298
2016-09-26,9817.104479737689,161161.3406733106,170978.4451530483
2016-09-27,9817.104479737689,165827.1860274083,175644.29050714598
2016-09-28,9817.104479737689,167049.1565008727,176866.2609806104
2016-09-29,9817.104479737689,168190.3192610696,178007.4237408073
2016-09-30,9817.104479737689,171821.25258460414,181638.35706434184
2016-10-03,181551.09941556584,0.0,181551.09941556584
2016-10-04,181551.09941556584,0.0,181551.09941556584
2016-10-05,181551.09941556584,0.0,181551.09941556584
2016-10-06,181551.09941556584,0.0,181551.09941556584
2016-10-07,181551.09941556584,0.0,181551.09941556584
2016-10-10,181551.09941556584,0.0,181551.09941556584
2016-10-11,181551.09941556584,0.0,181551.09941556584
2016-10-12,181551.09941556584,0.0,181551.09941556584
2016-10-13,181551.09941556584,0.0,181551.09941556584
2016-10-14,181551.09941556584,0.0,181551.09941556584
2016-10-17,181551.09941556584,0.0,181551.09941556584
2016-10-18,181551.09941556584,0.0,181551.09941556584
2016-10-19,181551.09941556584,0.0,181551.09941556584
2016-10-20,181551.09941556584,0.0,181551.09941556584
2016-10-21,181551.09941556584,0.0,181551.09941556584
2016-10-24,181551.09941556584,0.0,181551.09941556584
2016-10-25,181551.09941556584,0.0,181551.09941556584
2016-10-26,181551.09941556584,0.0,181551.09941556584
2016-10-27,181551.09941556584,0.0,181551.09941556584
2016-10-28,181551.09941556584,0.0,181551.09941556584
2016-10-31,181551.09941556584,0.0,181551.09941556584
2016-11-01,181551.09941556584,0.0,181551.09941556584
2016-11-02,181551.09941556584,0.0,181551.09941556584
2016-11-03,181551.09941556584,0.0,181551.09941556584
2016-11-04,181551.09941556584,0.0,181551.09941556584
2016-11-07,181551.09941556584,0.0,181551.09941556584
2016-11-08,181551.09941556584,0.0,181551.09941556584
2016-11-09,181551.09941556584,0.0,181551.09941556584
2016-11-10,181551.09941556584,0.0,181551.09941556584
2016-11-11,181551.09941556584,0.0,181551.09941556584
2016-11-14,181551.09941556584,0.0,181551.09941556584
2016-11-15,181551.09941556584,0.0,181551.09941556584
2016-11-16,181551.09941556584,0.0,181551.09941556584
2016-11-17,181551.09941556584,0.0,181551.09941556584
2016-11-18,181551.09941556584,0.0,181551.09941556584
2016-11-21,181551.09941556584,0.0,181551.09941556584
2016-11-22,181551.09941556584,0.0,181551.09941556584
2016-11-23,181551.09941556584,0.0,181551.09941556584
2016-11-25,181551.09941556584,0.0,181551.09941556584
2016-11-28,181551.09941556584,0.0,181551.09941556584
2016-11-29,181551.09941556584,0.0,181551.09941556584
2016-11-30,181551.09941556584,0.0,181551.09941556584
2016-12-01,181551.09941556584,0.0,181551.09941556584
2016-12-02,181551.09941556584,0.0,181551.09941556584
2016-12-05,181551.09941556584,0.0,181551.09941556584
2016-12-06,181551.09941556584,0.0,181551.09941556584
2016-12-07,181551.09941556584,0.0,181551.09941556584
2016-12-08,181551.09941556584,0.0,181551.09941556584
2016-12-09,181551.09941556584,0.0,181551.09941556584
2016-12-12,181551.09941556584,0.0,181551.09941556584
2016-12-13,181551.09941556584,0.0,181551.09941556584
2016-12-14,181551.09941556584,0.0,181551.09941556584
2016-12-15,181551.09941556584,0.0,181551.09941556584
2016-12-16,181551.09941556584,0.0,181551.09941556584
2016-12-19,181551.09941556584,0.0,181551.09941556584
2016-12-20,181551.09941556584,0.0,181551.09941556584
2016-12-21,181551.09941556584,0.0,181551.09941556584
2016-12-22,181551.09941556584,0.0,181551.09941556584
2016-12-23,181551.09941556584,0.0,181551.09941556584
2016-12-27,181551.09941556584,0.0,181551.09941556584
2016-12-28,181551.09941556584,0.0,181551.09941556584
2016-12-29,181551.09941556584,0.0,181551.09941556584
2016-12-30,181551.09941556584,0.0,181551.09941556584
2017-01-03,29024.41186377032,152374.31323855696,181398.7251023273
2017-01-04,29024.41186377032,153863.0868180365,182887.49868180684
2017-01-05,29024.41186377032,152150.56291811448,181174.9747818848
2017-01-06,29024.41186377032,152907.42776737994,181931.83963115024
2017-01-09,29024.41186377032,155198.18524046606,184222.59710423637
2017-01-10,29024.41186377032,154508.2981710774,183532.71003484773
2017-01-11,29024.41186377032,153385.54853742558,182409.96040119592
2017-01-12,29024.41186377032,150468.59880957307,179493.01067334338
2017-01-13,29024.41186377032,150672.30308402737,179696.7149477977
2017-01-17,29024.41186377032,145763.51850325745,174787.93036702776
2017-01-18,29024.41186377032,146950.32268049705,175974.73454426735
2017-01-19,29024.41186377032,148177.3074619242,177201.71932569455
2017-01-20,29024.41186377032,147764.31830675242,176788.73017052276
2017-01-23,29024.41186377032,148516.67470113674,177541.08656490705
2017-01-24,29024.41186377032,152511.98414435974,181536.39600813005
2017-01-25,29024.41186377032,153150.1519170672,182174.56378083752
2017-01-26,29024.41186377032,154743.71852429927,183768.1303880696
2017-01-27,29024.41186377032,156470.08918127694,185494.50104504725
