Test_Period,Years,Initial_Capital,Final_Value,Total_Return_Pct,Annualized_Pct,Max_Drawdown_Pct,Sharpe_Ratio,SPY_Return_Pct,SPY_Annualized_Pct,Outperformance_Pct
2020-01-01 to 2025-09-30,5.74,5000,25233.281497872773,404.66562995745534,50.59878076770199,-39.4001928546959,1.3679376269963954,122.27983887280054,14.927021515348704,282.3857910846548
