simulation,return_pct
428,1.9696635939967643e+32
429,4.1445252968377234e+37
430,1.8519678601293635e+32
431,5.612730627721352e+37
432,2.4318679534010566e+36
433,1.5394382989159138e+29
434,8.689264693705478e+33
435,6.4754486779176755e+32
436,7.169928561768475e+29
437,2.0188435112813308e+33
438,1.0022434153783532e+39
439,3.5418759048640615e+31
440,7.357825053666345e+34
441,6.482057624685364e+41
442,2.888182151274075e+39
443,1.0082298347936943e+36
444,5.242440127797062e+40
445,2.9061787864771465e+38
446,1.5358299091740057e+44
447,5.6331444387717094e+32
448,1.830909026663152e+38
449,3.227830720295437e+31
450,3.560177494846751e+32
451,4.081291034749621e+34
452,3.5337555602100043e+43
453,1.6491558413659356e+37
454,2.5170602618635373e+36
455,4.391580734690067e+38
456,3.965795266667983e+33
457,1.3635481101445341e+33
458,4.20516955758294e+28
459,1.0150096916989931e+37
460,1.498078373231507e+36
461,2.0739814899412048e+40
462,1.2396888553064728e+36
463,1.4351082293502973e+36
464,3.2315982726544417e+35
465,1.67299057777255e+35
466,7.46224126639056e+34
467,4.045977597694451e+35
468,2.040196649924923e+42
469,1.6784201374804095e+38
470,4.760903107671686e+32
471,5.044210560477148e+40
472,2.7277958301459595e+33
473,1.5020693757651808e+44
474,7.587295586355055e+34
475,7.284963685708205e+31
476,1.2934278826305439e+36
477,5.161678426326697e+35
478,1.725158280933624e+40
479,4.627451721589531e+37
480,1.1222096283201573e+40
481,1.4499074179470368e+35
482,3.198421896967756e+36
483,3.775606150839066e+34
484,1.445537221059337e+38
485,4.4246857644258334e+32
486,6.65746702230719e+34
487,2.6516966740241468e+35
488,3.905435568792313e+37
489,3.493175364385958e+36
490,3.486513850336565e+41
491,6.052504622402981e+34
492,2.113814705738985e+32
493,1.7802342189091714e+36
494,4.673078922832485e+35
495,3.799500741221563e+34
496,1.2669847281215462e+32
497,3.3551890003618057e+39
498,1.4459093735121724e+34
499,1.9510904754452131e+31
500,4.370378927570956e+37
501,1.0060952928344233e+32
502,2.8592013058195813e+35
503,3.016928628312242e+33
504,4.089383422604647e+39
505,8.592354733344246e+35
506,8.004181039180438e+37
507,3.7155054241653757e+34
508,1.177333970750714e+32
509,3.3481627310213445e+31
510,3.0585542946327617e+29
511,4.704463178556186e+35
512,1.0249228631771855e+32
513,2.0739346723477414e+31
514,3.9368717004641837e+40
515,2.620020576807341e+32
516,1.300210005446721e+36
517,4.94045048821333e+34
518,1.143059878905564e+37
519,1.9189003353673413e+37
520,1.9774840184662416e+40
521,2.899584978823891e+37
522,6.49276668738121e+36
523,1.1031370265048428e+33
524,4.888841989952419e+37
525,1.7556274675094596e+32
526,1.7540174134188862e+36
527,7.542129048715661e+29
528,3.922934280479381e+37
529,6.959544544074494e+37
530,3.743027446866052e+38
531,5.0989083327974104e+33
532,1.9805707852760463e+33
533,1.0326017373521433e+31
534,9.142150726402028e+38
535,1.6119941961609462e+41
536,1.0917826703316406e+29
537,5.144780771467002e+34
538,1.3615175455338435e+38
539,9.312785172467946e+39
540,5.02229227484384e+32
541,2.2644857187249456e+36
542,2.1359835533049232e+33
543,6.26143215661994e+36
544,1.7463713399259944e+44
545,2.1703562486074267e+41
546,3.303511379314106e+34
547,2.0557147749350678e+37
548,1.2338244908066826e+40
549,7.083737557872792e+35
550,6.465822817798767e+28
551,1.4914999652522017e+42
552,4.929823494728508e+37
553,2.7396135854605286e+29
554,1.102823816736403e+34
555,1.363856360786257e+31
556,3.8441418505684755e+34
557,1.519989509319094e+33
558,3.585077546549647e+32
559,2.981099348363388e+34
560,5.935164292231913e+31
561,7.352942193832656e+32
562,3.8917748744876396e+38
563,1.4418129469231897e+36
564,7.472676940190612e+32
565,9.129817762822173e+34
566,3.885975257015243e+32
567,8.93092633232829e+34
568,4.082327396617876e+30
569,1.2539143973796776e+43
570,1.2064298617528034e+32
571,1.465868360863713e+36
572,2.796927072843267e+39
573,4.298396308533276e+40
574,4.417063751857905e+34
575,5.37576927969105e+40
576,8.157282206597696e+36
577,2.5464973212046265e+34
578,1.8323078214528348e+37
579,1.3033185622318595e+32
580,2.9884148495632936e+31
581,4.062978684529388e+34
582,1.1733193919405407e+40
583,3.4534919747481106e+49
584,1.7014243642600146e+43
585,8.131127942750042e+35
586,2.0067064458181054e+37
587,1.9066557261122968e+37
588,1.8937947411919542e+35
589,3.523974785364426e+35
590,2.841243605468312e+35
591,1.7379742016053827e+32
592,1.735264977035239e+35
593,4.148291851553511e+38
594,5.7279930023642635e+35
595,6.362539910727283e+32
596,8.544358926898758e+42
597,1.052060125738211e+38
598,1.1067885680328876e+30
599,2.031565882869825e+47
600,2.0805811305103608e+37
601,2.191931423841528e+34
602,2.822431824330824e+44
603,1.313425662062184e+38
604,3.8081825014652054e+35
605,8.705488191161043e+42
606,9.980189911970066e+38
607,3.938617567084235e+33
608,3.9319296403412934e+35
609,3.9229740850705756e+39
610,2.7602745129093946e+37
611,1.7034439453108634e+33
612,1.1345598162650505e+37
613,9.604856149036056e+36
614,1.0064652511467422e+30
615,2.717505584727544e+34
616,9.14439704612676e+34
617,6.294853354498805e+34
618,1.0552641381212137e+43
619,1.4133849393548328e+37
620,3.8074516299722746e+31
621,1.4424482307482845e+34
622,5.055186972782066e+38
623,1.3455561506696975e+33
624,2.2745262896739548e+41
625,5.851579372070576e+38
626,7.443388974559954e+34
627,6.3636965902080235e+32
628,3.6265638348446795e+43
629,3.807968470796542e+33
630,6.731912700950149e+39
631,1.72780891081028e+33
632,2.4442129829867153e+35
633,1.3812517433772118e+34
634,1.5540045527170516e+39
635,7.618096271408692e+34
636,1.6862382302005497e+39
637,2.2270930782138054e+37
638,1.0642056292010736e+32
639,9.558103421785666e+32
640,2.8994663563168774e+31
641,2.8821664452307165e+40
642,3.2908934069459396e+37
643,4.6277898672945e+37
644,7.865021058898854e+32
645,3.580629244483155e+41
646,6.168421934182055e+31
647,1.5094367154149031e+37
648,2.459815289299029e+34
649,2.59544026244368e+33
650,1.0886634173949644e+38
651,4.714727586076161e+32
652,1.4716274522895949e+37
653,3.8127791377302543e+40
654,6.130464741401205e+35
655,3.2384777720158795e+36
656,3.171782177245156e+36
657,4.405263304572944e+35
658,9.762208821373789e+33
659,8.730701944732704e+34
660,2.3416539369623105e+36
661,2.765312756841021e+38
662,3.3238522032257657e+41
663,1.052476894497807e+31
664,1.0279618974067244e+33
665,2.4599476725376124e+39
666,4.5006018358320266e+35
667,1.3326351790050316e+33
668,1.5007960359436875e+40
669,4.2882193523444564e+35
670,7.077904271804936e+33
671,3.500776967179753e+35
672,6.415220264263241e+34
673,1.4043662607122282e+37
674,6.358088729991906e+35
675,3.252945775722242e+37
676,4.894399040830208e+40
677,9.84526034489902e+37
678,5.0659346093915374e+32
679,4.909589225575553e+46
680,3.14378898599154e+36
681,2.8059943178217697e+32
682,1.4005167347449184e+34
683,1.661049123622311e+36
684,3.6787515158258854e+33
685,2.9553614436743416e+41
686,3.649449053929754e+34
687,6.449315453511249e+36
688,8.027842739112729e+34
689,1.7270638064998007e+34
690,1.590098389853e+34
691,1.699830870606772e+35
692,8.962490165995478e+36
693,2.6568993116242176e+35
694,2.2897306321646425e+35
695,4.076121269661597e+39
696,1.1996869096487405e+33
697,2.584023366704639e+38
698,9.045948996049248e+33
699,3.148888021264521e+29
700,3.8014302421251235e+42
701,1.0721063294577805e+39
702,4.780071865846432e+40
703,3.3192139844417186e+41
704,7.193965908686048e+38
705,7.576235094935163e+36
706,1.5920549772776827e+35
707,1.9211779253986685e+34
708,1.0599607111386356e+40
709,7.653008384542981e+38
710,1.8034859698678604e+33
711,1.1310745861272037e+35
712,6.681551931012534e+29
713,2.0563317820061913e+42
714,3.0741177403985307e+38
715,9.726469301919406e+34
716,5.637479810665941e+32
717,3.0041260422742644e+36
718,5.102943181348021e+34
719,2.626440081682689e+34
720,2.8393267743890658e+35
721,2.262611186951518e+39
722,4.274862676165062e+37
723,4.513738946358527e+37
724,3.082397519058842e+36
725,5.362736651056574e+30
726,1.5621254596907457e+33
727,5.9052657636416264e+32
728,4.162511259783579e+41
729,1.504932146204398e+37
730,2.9157565260119476e+29
731,1.2194741855637674e+35
732,8.748580586255896e+33
733,1.1489135907894526e+39
734,7.093060501780728e+32
735,7.136859756331033e+32
736,3.189025525334698e+37
737,6.941978840610284e+34
738,7.838198430855319e+37
739,7.253099806390202e+28
740,1.0458663550684474e+35
741,1.1593563786511092e+36
742,7.566850923385451e+32
743,2.4945158469016975e+31
744,4.1590513339015506e+39
745,1.3636540188292154e+36
746,4.3501490138484544e+36
747,8.605644407651739e+40
748,2.5364082609725804e+34
749,7.984164701627901e+42
750,1.7915463170225696e+32
751,4.080246406444695e+33
752,1.7706304267351854e+32
753,3.0381328683218297e+28
754,7.783311135542425e+35
755,3.7377861905674635e+35
756,1.1990547811803492e+31
757,3.1652119604753903e+35
758,8.010817635541579e+34
759,7.660207908718653e+40
760,8.07091271539429e+45
761,3.185682568542872e+40
762,3.976148429184085e+35
763,6.906124079743125e+40
764,7.576562817363519e+27
765,2.9824899924237834e+31
766,4.374197099612873e+37
767,4.029120097563147e+39
768,4.448254043138566e+36
769,1.0668457194054356e+35
770,3.681793664318915e+42
771,8.887926473614383e+33
772,1.2545377822428159e+36
773,1.2830011537414809e+42
774,4.5491954189127176e+35
775,6.7878555741924625e+34
776,4.078409506196519e+36
777,8.868404316601421e+31
778,7.041421367838522e+36
779,1.581657835499458e+36
780,6.210981833947482e+39
781,1.4727337767450179e+34
782,5.550827418803467e+34
783,5.957232746767837e+42
784,6.086938898176162e+35
785,1.598670831867032e+31
786,1.148529877254582e+31
787,7.965870000688772e+34
788,7.934462177720398e+32
789,5.703395987421087e+41
790,1.2866729911022438e+38
791,7.406958734516049e+34
792,2.009118608017704e+37
793,5.803043699695141e+29
794,9.79064089539343e+37
795,9.2800832534066e+41
796,3.8227176047945525e+36
797,1.8518305551957477e+34
798,3.674657699415908e+43
799,1.1887264257108767e+37
800,3.24430609534392e+36
801,7.568835230797548e+41
802,5.2457403061323625e+41
803,2.0237032005871784e+36
804,1.993360081338628e+30
805,5.748192831048962e+33
806,4.55953218827868e+38
807,1.0762423493227735e+35
808,1.5449058821647087e+36
809,2.7073995464792505e+39
810,4.676963212348756e+31
811,9.988274990352896e+42
812,6.2504444435212594e+32
813,2.7892212153854297e+34
814,1.5235422916600893e+38
815,4.3685019512128145e+38
816,6.958560765719603e+38
817,8.856344906642799e+31
818,2.272379476091976e+39
819,4.265233832807906e+37
820,7.302663101610488e+36
821,6.70675178014644e+35
822,7.806176313552142e+34
823,1.681418816196032e+39
824,4.896070261564733e+38
825,1.153372289392189e+34
826,1.2616407468651108e+38
827,1.4121831111264155e+39
828,4.286507864702026e+37
829,4.114359106144362e+33
830,1.383855183395312e+33
831,3.4225763627983665e+32
832,1.6552491234863803e+37
833,1.5064735966522895e+35
834,8.234873293872e+43
835,7.484166529400873e+38
836,1.6665258186486307e+39
837,1.6445347456293983e+41
838,4.226170382657586e+35
839,1.1789052253507092e+40
840,1.47731304615539e+35
841,1.9497670372498153e+36
842,1.3781847551185788e+36
843,5.581125444709144e+38
844,1.2701081520028123e+32
845,2.3115267383149936e+33
846,9.5409259905368e+36
847,4.609822096294355e+42
848,2.026268525296038e+38
849,3.1373065158498186e+39
850,6.362085819780553e+33
851,2.2697221047630673e+42
852,6.85327132349829e+35
853,3.3243025478810345e+36
854,1.3558824908768527e+38
855,1.574402938680158e+43
856,3.19383861683285e+40
857,3.477183195298732e+40
858,9.817530467818745e+39
859,9.737822763808308e+41
860,5.075873359586317e+39
861,9.277011637853512e+37
862,2.4463362737577225e+35
863,1.0517485023055112e+38
864,5.5749568306222835e+38
865,6.067440121720846e+33
866,3.9203279539757816e+29
867,6.229379883954952e+41
868,2.236454286875283e+31
869,2.835674574904107e+35
870,7.412298521971585e+34
871,3.019477420561144e+38
872,3.7984892264813734e+38
873,1.4676745999627088e+33
874,5.635324693111825e+36
875,3.760520988759194e+39
876,4.407326057963034e+35
877,5.087316730657788e+35
878,1.0539780754740697e+33
879,7.843439554569647e+28
880,1.5170394881601191e+38
881,5.561798924165569e+33
882,2.0372115745359578e+40
883,3.398644890214177e+37
884,2.085252193199868e+35
885,4.866741323624639e+34
886,4.373816516632564e+38
887,1.0674013299109787e+39
888,7.757996233771335e+35
889,4.058017149879356e+35
890,9.175958026212742e+33
891,3.3036250639646066e+34
892,6.857305697873157e+41
893,8.224827089169243e+38
894,8.045252730900066e+40
895,2.1908944893658224e+39
896,7.540228106228324e+41
897,4.719649868392744e+36
898,1.3492728884362577e+35
899,9.325911065669652e+33
900,1.8072670404195412e+43
901,8.287159548066456e+31
902,3.665852511629091e+31
903,1.0803022950747176e+36
904,2.363168981472515e+36
905,4.0303695359349003e+31
906,6.007563897190234e+39
907,8.116876444974834e+38
908,2.2657797077263954e+35
909,9.711990742507425e+32
910,3.4389750495077314e+33
911,1.9378524121146904e+36
912,4.474392211733941e+30
913,1.3503496418613526e+40
914,9.294483970822336e+34
915,1.4346773378878948e+33
916,2.295182079040048e+34
917,2.854045764698251e+43
918,2.2094852546049707e+40
919,2.949703190358029e+37
920,3.1857931379933236e+32
921,2.1168338317659524e+37
922,4.1470717793775035e+37
923,6.761848363303046e+36
924,3.7896370780525254e+32
925,1.2919209825952382e+32
926,2.1851815745041323e+40
927,5.0245580321654e+29
928,1.813839246082772e+33
929,5.182725487409429e+34
930,5.7311850116580384e+32
931,5.788912479923334e+32
932,4.325251691579878e+37
933,4.4781401691435085e+36
934,2.3965962279514982e+35
935,7.902751870598101e+34
936,2.772552298140241e+37
937,7.193777596331076e+34
938,8.530862370186407e+39
939,1.1010970540073439e+37
940,9.559638486394118e+35
941,1.6167300445710235e+37
942,9.889288788029486e+40
943,2.736797730758714e+33
944,6.210520355163764e+37
945,3.9629818200560065e+33
946,2.5960486721107853e+37
947,1.4096116149485106e+35
948,1.184466092263093e+37
949,3.7531905445020215e+44
950,3.3705223310749316e+33
951,9.225802549611808e+37
952,4.4367258063394335e+45
953,7.366362339938137e+38
954,2.104788371848123e+33
955,6.077854828937929e+37
956,5.174045257914533e+44
957,5.90910481424566e+34
958,1.0538437209401126e+37
959,2.17877321155577e+34
960,4.1072187033924346e+32
961,2.5268741523689755e+35
962,5.607532078818796e+37
963,9.576198952467663e+36
964,9.886006158394486e+28
965,3.0759825475430673e+34
966,1.662417344096826e+31
967,7.146092569848956e+26
968,2.7249539735980447e+34
969,4.528127137624722e+37
970,2.373760137479369e+37
971,2.859537107393996e+31
972,1.671282941636679e+36
973,1.0156794289986144e+36
974,1.671611462967723e+38
975,2.2808097911171256e+36
976,4.623670985281988e+34
977,3.7146423660857916e+40
978,1.658674522573004e+34
979,4.0339034120074514e+39
980,2.9690722016220874e+35
981,2.2690882008495188e+36
982,8.109119459879417e+36
983,9.177274408699207e+29
984,5.667025045034484e+37
985,3.029871944021213e+38
986,1.348561540474e+33
987,9.75716564398458e+37
988,1.2015030240719624e+40
989,1.8206733369851298e+33
990,1.488016440481298e+40
991,2.0085033006325767e+29
992,4.132002589017089e+35
993,2.0611070357427484e+36
994,2.817511572414349e+35
995,3.357016715713896e+38
996,1.638841360264872e+36
997,3.513487894540308e+33
998,9.92010064544977e+43
999,3.4996128710359537e+39
